"slug","title","year","director","runtime","imdb","tmdb","times_picked","imdb_url","lb_url"
"pans-labyrinth","Pan's Labyrinth","2006","Guillermo del Toro","118","tt0457430","1417","4","https://www.imdb.com/title/tt0457430/","https://letterboxd.com/film/pans-labyrinth/"
"ebirah-horror-of-the-deep","Ebirah, Horror of the Deep","1966","Jun Fukuda","87","tt0060464","3115","9","https://www.imdb.com/title/tt0060464/","https://letterboxd.com/film/ebirah-horror-of-the-deep/"
"the-underground-railroad-2021","The Underground Railroad","2021","Barry Jenkins","585","tt6704972","","2","https://www.imdb.com/title/tt6704972/","https://letterboxd.com/film/the-underground-railroad-2021/"
"clean-shaven","Clean, Shaven","1993","Lodge Kerrigan","79","tt0106579","1479","2","https://www.imdb.com/title/tt0106579/","https://letterboxd.com/film/clean-shaven/"
"the-virgin-spring","The Virgin Spring","1960","Ingmar Bergman","90","tt0053976","11656","14","https://www.imdb.com/title/tt0053976/","https://letterboxd.com/film/the-virgin-spring/"
"the-night-of-the-hunter","The Night of the Hunter","1955","Charles Laughton","93","tt0048424","3112","15","https://www.imdb.com/title/tt0048424/","https://letterboxd.com/film/the-night-of-the-hunter/"
"manila-in-the-claws-of-light","Manila in the Claws of Light","1975","Lino Brocka","127","tt0073363","70580","1","https://www.imdb.com/title/tt0073363/","https://letterboxd.com/film/manila-in-the-claws-of-light/"
"12-angry-men","12 Angry Men","1957","Sidney Lumet","97","tt0050083","389","10","https://www.imdb.com/title/tt0050083/","https://letterboxd.com/film/12-angry-men/"
"the-machine-of-eden","The Machine of Eden","1970","Stan Brakhage","11","tt0213831","144943","3","https://www.imdb.com/title/tt0213831/","https://letterboxd.com/film/the-machine-of-eden/"
"master-of-the-house","Master of the House","1925","Carl Theodor Dreyer","107","tt0015768","55589","2","https://www.imdb.com/title/tt0015768/","https://letterboxd.com/film/master-of-the-house/"
"carnival-of-souls","Carnival of Souls","1962","Herk Harvey","78","tt0055830","16093","4","https://www.imdb.com/title/tt0055830/","https://letterboxd.com/film/carnival-of-souls/"
"overlord","Overlord","1975","Stuart Cooper","83","tt0073502","55343","1","https://www.imdb.com/title/tt0073502/","https://letterboxd.com/film/overlord/"
"death-in-venice","Death in Venice","1971","Luchino Visconti","131","tt0067445","6619","4","https://www.imdb.com/title/tt0067445/","https://letterboxd.com/film/death-in-venice/"
"polyester","Polyester","1981","John Waters","86","tt0082926","14269","4","https://www.imdb.com/title/tt0082926/","https://letterboxd.com/film/polyester/"
"tampopo","Tampopo","1985","Jūzō Itami","115","tt0092048","11830","9","https://www.imdb.com/title/tt0092048/","https://letterboxd.com/film/tampopo/"
"shoah","Shoah","1985","Claude Lanzmann","566","tt0090015","42044","3","https://www.imdb.com/title/tt0090015/","https://letterboxd.com/film/shoah/"
"armageddon","Armageddon","1998","Michael Bay","151","tt0120591","95","1","https://www.imdb.com/title/tt0120591/","https://letterboxd.com/film/armageddon/"
"andrei-rublev","Andrei Rublev","1966","Andrei Tarkovsky","183","tt0060107","895","8","https://www.imdb.com/title/tt0060107/","https://letterboxd.com/film/andrei-rublev/"
"all-of-us-strangers","All of Us Strangers","2023","Andrew Haigh","105","tt21192142","994108","2","https://www.imdb.com/title/tt21192142/","https://letterboxd.com/film/all-of-us-strangers/"
"rushmore","Rushmore","1998","Wes Anderson","93","tt0128445","11545","13","https://www.imdb.com/title/tt0128445/","https://letterboxd.com/film/rushmore/"
"the-love-life-of-an-octopus","The Love Life of an Octopus","1967","Jean Painlevé, Geneviève Hamon","14","tt1441320","117595","1","https://www.imdb.com/title/tt1441320/","https://letterboxd.com/film/the-love-life-of-an-octopus/"
"zatoichis-pilgrimage","Zatoichi's Pilgrimage","1966","Kazuo Ikehiro","82","tt0199905","54276","1","https://www.imdb.com/title/tt0199905/","https://letterboxd.com/film/zatoichis-pilgrimage/"
"the-sea-horse","The Sea Horse","1935","Jean Painlevé","15","tt0129994","117592","1","https://www.imdb.com/title/tt0129994/","https://letterboxd.com/film/the-sea-horse/"
"the-gleaners-and-i-two-years-later","The Gleaners and I: Two Years Later","2002","Agnès Varda","63","tt0345128","84026","23","https://www.imdb.com/title/tt0345128/","https://letterboxd.com/film/the-gleaners-and-i-two-years-later/"
"citizen-kane","Citizen Kane","1941","Orson Welles","119","tt0033467","15","5","https://www.imdb.com/title/tt0033467/","https://letterboxd.com/film/citizen-kane/"
"the-mystic","The Mystic","1925","Tod Browning","73","tt0016142","184448","4","https://www.imdb.com/title/tt0016142/","https://letterboxd.com/film/the-mystic/"
"walker","Walker","1987","Alex Cox","95","tt0096409","28448","2","https://www.imdb.com/title/tt0096409/","https://letterboxd.com/film/walker/"
"a-couple-2022","A Couple","2022","Frederick Wiseman","63","tt21374862","1004657","1","https://www.imdb.com/title/tt21374862/","https://letterboxd.com/film/a-couple-2022/"
"land-of-milk-and-honey","Land of Milk and Honey","1971","Pierre Étaix","80","tt0258013","148820","4","https://www.imdb.com/title/tt0258013/","https://letterboxd.com/film/land-of-milk-and-honey/"
"breaker-morant","Breaker Morant","1980","Bruce Beresford","107","tt0080310","13783","3","https://www.imdb.com/title/tt0080310/","https://letterboxd.com/film/breaker-morant/"
"and-the-pursuit-of-happiness","… And the Pursuit of Happiness","1986","Louis Malle","81","tt0092561","114033","5","https://www.imdb.com/title/tt0092561/","https://letterboxd.com/film/and-the-pursuit-of-happiness/"
"i-shot-jesse-james","I Shot Jesse James","1949","Samuel Fuller","81","tt0041497","41058","1","https://www.imdb.com/title/tt0041497/","https://letterboxd.com/film/i-shot-jesse-james/"
"flunky-work-hard","Flunky, Work Hard!","1931","Mikio Naruse","29","tt0022036","126514","1","https://www.imdb.com/title/tt0022036/","https://letterboxd.com/film/flunky-work-hard/"
"you-can-count-on-me","You Can Count on Me","2000","Kenneth Lonergan","111","tt0203230","14295","3","https://www.imdb.com/title/tt0203230/","https://letterboxd.com/film/you-can-count-on-me/"
"the-phantom-carriage","The Phantom Carriage","1921","Victor Sjöström","108","tt0012364","58129","1","https://www.imdb.com/title/tt0012364/","https://letterboxd.com/film/the-phantom-carriage/"
"2-or-3-things-i-know-about-her","2 or 3 Things I Know About Her","1967","Jean-Luc Godard","87","tt0060304","8074","2","https://www.imdb.com/title/tt0060304/","https://letterboxd.com/film/2-or-3-things-i-know-about-her/"
"along-the-coast","Along the Coast","1958","Agnès Varda","26","tt0051561","238952","4","https://www.imdb.com/title/tt0051561/","https://letterboxd.com/film/along-the-coast/"
"lynch-oz","Lynch/Oz","2022","Alexandre O. Philippe","108","tt15399286","965400","1","https://www.imdb.com/title/tt15399286/","https://letterboxd.com/film/lynch-oz/"
"soleil-o","Soleil O","1970","Med Hondo","104","tt0062285","195841","3","https://www.imdb.com/title/tt0062285/","https://letterboxd.com/film/soleil-o/"
"loving-couples","Loving Couples","1964","Mai Zetterling","118","tt0058780","180971","3","https://www.imdb.com/title/tt0058780/","https://letterboxd.com/film/loving-couples/"
"brand-upon-the-brain","Brand Upon the Brain!","2006","Guy Maddin","98","tt0443455","27359","3","https://www.imdb.com/title/tt0443455/","https://letterboxd.com/film/brand-upon-the-brain/"
"hustlers-2019","Hustlers","2019","Lorene Scafaria","110","tt5503686","540901","1","https://www.imdb.com/title/tt5503686/","https://letterboxd.com/film/hustlers-2019/"
"black-god-white-devil","Black God, White Devil","1964","Glauber Rocha","120","tt0058006","67612","2","https://www.imdb.com/title/tt0058006/","https://letterboxd.com/film/black-god-white-devil/"
"solo-con-tu-pareja","Sólo con tu pareja","1991","Alfonso Cuarón","94","tt0102958","49971","1","https://www.imdb.com/title/tt0102958/","https://letterboxd.com/film/solo-con-tu-pareja/"
"world-on-a-wire-1973","World on a Wire","1973","Rainer Werner Fassbinder","204","tt0070904","","1","https://www.imdb.com/title/tt0070904/","https://letterboxd.com/film/world-on-a-wire-1973/"
"news-from-home","News from Home","1976","Chantal Akerman","89","tt0076452","86814","11","https://www.imdb.com/title/tt0076452/","https://letterboxd.com/film/news-from-home/"
"aftersun","Aftersun","2022","Charlotte Wells","101","tt19770238","965150","1","https://www.imdb.com/title/tt19770238/","https://letterboxd.com/film/aftersun/"
"life-and-nothing-more","Life, and Nothing More…","1992","Abbas Kiarostami","95","tt0105888","83761","7","https://www.imdb.com/title/tt0105888/","https://letterboxd.com/film/life-and-nothing-more/"
"mandabi","Mandabi","1968","Ousmane Sembène","92","tt0063268","99329","3","https://www.imdb.com/title/tt0063268/","https://letterboxd.com/film/mandabi/"
"la-cage-aux-folles","La Cage aux Folles","1978","Édouard Molinaro","92","tt0077288","4484","1","https://www.imdb.com/title/tt0077288/","https://letterboxd.com/film/la-cage-aux-folles/"
"chess-of-the-wind","Chess of the Wind","1976","Mohammad Reza Aslani","100","tt0318069","194088","1","https://www.imdb.com/title/tt0318069/","https://letterboxd.com/film/chess-of-the-wind/"
"je-tu-il-elle","Je Tu Il Elle","1974","Chantal Akerman","86","tt0071690","93934","11","https://www.imdb.com/title/tt0071690/","https://letterboxd.com/film/je-tu-il-elle/"
"scandal","Scandal","1950","Akira Kurosawa","104","tt0042958","32690","1","https://www.imdb.com/title/tt0042958/","https://letterboxd.com/film/scandal/"
"chronicle-of-a-summer","Chronicle of a Summer","1961","Jean Rouch, Edgar Morin","91","tt0054745","84972","1","https://www.imdb.com/title/tt0054745/","https://letterboxd.com/film/chronicle-of-a-summer/"
"smooth-talk","Smooth Talk","1985","Joyce Chopra","92","tt0090037","33766","4","https://www.imdb.com/title/tt0090037/","https://letterboxd.com/film/smooth-talk/"
"the-tree-of-life-2011","The Tree of Life","2011","Terrence Malick","139","tt0478304","8967","2","https://www.imdb.com/title/tt0478304/","https://letterboxd.com/film/the-tree-of-life-2011/"
"youth-of-the-beast","Youth of the Beast","1963","Seijun Suzuki","92","tt0057697","37939","2","https://www.imdb.com/title/tt0057697/","https://letterboxd.com/film/youth-of-the-beast/"
"in-the-heat-of-the-night","In the Heat of the Night","1967","Norman Jewison","109","tt0061811","10633","1","https://www.imdb.com/title/tt0061811/","https://letterboxd.com/film/in-the-heat-of-the-night/"
"kanal-1957","Kanal","1957","Andrzej Wajda","96","tt0050585","29933","1","https://www.imdb.com/title/tt0050585/","https://letterboxd.com/film/kanal-1957/"
"ace-in-the-hole","Ace in the Hole","1951","Billy Wilder","112","tt0043338","25364","7","https://www.imdb.com/title/tt0043338/","https://letterboxd.com/film/ace-in-the-hole/"
"gate-of-flesh","Gate of Flesh","1964","Seijun Suzuki","90","tt0058409","86666","2","https://www.imdb.com/title/tt0058409/","https://letterboxd.com/film/gate-of-flesh/"
"it-happened-one-night","It Happened One Night","1934","Frank Capra","105","tt0025316","3078","1","https://www.imdb.com/title/tt0025316/","https://letterboxd.com/film/it-happened-one-night/"
"the-man-who-fell-to-earth","The Man Who Fell to Earth","1976","Nicolas Roeg","139","tt0074851","991","1","https://www.imdb.com/title/tt0074851/","https://letterboxd.com/film/the-man-who-fell-to-earth/"
"medicine-for-melancholy","Medicine for Melancholy","2008","Barry Jenkins","88","tt1133989","24885","2","https://www.imdb.com/title/tt1133989/","https://letterboxd.com/film/medicine-for-melancholy/"
"medium-cool","Medium Cool","1969","Haskell Wexler","111","tt0064652","42612","3","https://www.imdb.com/title/tt0064652/","https://letterboxd.com/film/medium-cool/"
"boulder-blues-and-pearls-and","Boulder Blues and Pearls and...","1993","Stan Brakhage","22","tt0280499","164603","3","https://www.imdb.com/title/tt0280499/","https://letterboxd.com/film/boulder-blues-and-pearls-and/"
"the-story-of-a-cheat","The Story of a Cheat","1936","Sacha Guitry","81","tt0028201","65642","1","https://www.imdb.com/title/tt0028201/","https://letterboxd.com/film/the-story-of-a-cheat/"
"the-baby-carriage-1963","The Baby Carriage","1963","Bo Widerberg","95","tt0056854","135380","1","https://www.imdb.com/title/tt0056854/","https://letterboxd.com/film/the-baby-carriage-1963/"
"the-three-musketeers-1973","The Three Musketeers","1973","Richard Lester","107","tt0072281","2926","2","https://www.imdb.com/title/tt0072281/","https://letterboxd.com/film/the-three-musketeers-1973/"
"a-womans-face-1938","A Woman's Face","1938","Gustaf Molander","104","tt0030337","76848","1","https://www.imdb.com/title/tt0030337/","https://letterboxd.com/film/a-womans-face-1938/"
"faces-of-november","Faces of November","1964","Robert Drew","12","tt1727578","322400","1","https://www.imdb.com/title/tt1727578/","https://letterboxd.com/film/faces-of-november/"
"the-love-parade","The Love Parade","1929","Ernst Lubitsch","107","tt0020112","51759","1","https://www.imdb.com/title/tt0020112/","https://letterboxd.com/film/the-love-parade/"
"carlos","Carlos","2010","Olivier Assayas","339","tt1321865","43434","1","https://www.imdb.com/title/tt1321865/","https://letterboxd.com/film/carlos/"
"le-corbeau","Le Corbeau","1943","Henri-Georges Clouzot","92","tt0035753","29084","1","https://www.imdb.com/title/tt0035753/","https://letterboxd.com/film/le-corbeau/"
"dollar","Dollar","1938","Gustaf Molander","78","tt0030066","148824","1","https://www.imdb.com/title/tt0030066/","https://letterboxd.com/film/dollar/"
"stalker","Stalker","1979","Andrei Tarkovsky","162","tt0079944","1398","9","https://www.imdb.com/title/tt0079944/","https://letterboxd.com/film/stalker/"
"a-well-spent-life","A Well Spent Life","1971","Les Blank, Skip Gerson","44","tt0067968","124019","5","https://www.imdb.com/title/tt0067968/","https://letterboxd.com/film/a-well-spent-life/"
"the-vanishing","The Vanishing","1988","George Sluizer","106","tt0096163","8740","8","https://www.imdb.com/title/tt0096163/","https://letterboxd.com/film/the-vanishing/"
"my-crasy-life","My Crasy Life","1992","Jean-Pierre Gorin","95","tt0104953","84674","3","https://www.imdb.com/title/tt0104953/","https://letterboxd.com/film/my-crasy-life/"
"true-stories","True Stories","1986","David Byrne","89","tt0092117","24798","7","https://www.imdb.com/title/tt0092117/","https://letterboxd.com/film/true-stories/"
"aparajito","Aparajito","1956","Satyajit Ray","110","tt0048956","897","10","https://www.imdb.com/title/tt0048956/","https://letterboxd.com/film/aparajito/"
"the-thin-blue-line","The Thin Blue Line","1988","Errol Morris","103","tt0096257","14285","2","https://www.imdb.com/title/tt0096257/","https://letterboxd.com/film/the-thin-blue-line/"
"pigs-and-battleships","Pigs and Battleships","1961","Shōhei Imamura","108","tt0054709","31104","4","https://www.imdb.com/title/tt0054709/","https://letterboxd.com/film/pigs-and-battleships/"
"all-night-long","All Night Long","1962","Basil Dearden","91","tt0054614","37038","1","https://www.imdb.com/title/tt0054614/","https://letterboxd.com/film/all-night-long/"
"written-on-the-wind","Written on the Wind","1956","Douglas Sirk","99","tt0049966","69605","3","https://www.imdb.com/title/tt0049966/","https://letterboxd.com/film/written-on-the-wind/"
"king-kong-vs-godzilla-1963","King Kong vs. Godzilla","1963","Thomas Montgomery, Ishirō Honda","96","tt0056142","686487","9","https://www.imdb.com/title/tt0056142/","https://letterboxd.com/film/king-kong-vs-godzilla-1963/"
"sweet-sweetbacks-baadasssss-song","Sweet Sweetback's Baadasssss Song","1971","Melvin Van Peebles","98","tt0067810","5822","11","https://www.imdb.com/title/tt0067810/","https://letterboxd.com/film/sweet-sweetbacks-baadasssss-song/"
"notorious","Notorious","1946","Alfred Hitchcock","103","tt0038787","303","9","https://www.imdb.com/title/tt0038787/","https://letterboxd.com/film/notorious/"
"is-that-black-enough-for-you","Is That Black Enough for You?!?","2022","Elvis Mitchell","135","tt21438352","1013572","1","https://www.imdb.com/title/tt21438352/","https://letterboxd.com/film/is-that-black-enough-for-you/"
"eight-hours-dont-make-a-day","Eight Hours Don’t Make a Day","1972","Rainer Werner Fassbinder","500","tt0068028","","1","https://www.imdb.com/title/tt0068028/","https://letterboxd.com/film/eight-hours-dont-make-a-day/"
"paisan","Paisan","1946","Roberto Rossellini","125","tt0038823","8429","5","https://www.imdb.com/title/tt0038823/","https://letterboxd.com/film/paisan/"
"godzilla-vs-mechagodzilla","Godzilla vs. Mechagodzilla","1974","Jun Fukuda","84","tt0071565","38582","9","https://www.imdb.com/title/tt0071565/","https://letterboxd.com/film/godzilla-vs-mechagodzilla/"
"oldboy","Oldboy","2003","Park Chan-wook","120","tt0364569","670","1","https://www.imdb.com/title/tt0364569/","https://letterboxd.com/film/oldboy/"
"so-much-tenderness","So Much Tenderness","2022","Lina Rodríguez","118","tt16022080","1011680","1","https://www.imdb.com/title/tt16022080/","https://letterboxd.com/film/so-much-tenderness/"
"port-of-call","Port of Call","1948","Ingmar Bergman","93","tt0040418","51141","12","https://www.imdb.com/title/tt0040418/","https://letterboxd.com/film/port-of-call/"
"the-devils-eye","The Devil's Eye","1960","Ingmar Bergman","88","tt0053772","48145","13","https://www.imdb.com/title/tt0053772/","https://letterboxd.com/film/the-devils-eye/"
"pigsty","Pigsty","1969","Pier Paolo Pasolini","99","tt0064828","48688","17","https://www.imdb.com/title/tt0064828/","https://letterboxd.com/film/pigsty/"
"i-married-a-witch","I Married a Witch","1942","René Clair","77","tt0034881","25970","5","https://www.imdb.com/title/tt0034881/","https://letterboxd.com/film/i-married-a-witch/"
"glaze-of-cathexis","Glaze of Cathexis","1990","Stan Brakhage","3","tt0099668","104407","3","https://www.imdb.com/title/tt0099668/","https://letterboxd.com/film/glaze-of-cathexis/"
"the-stars-are-beautiful","The Stars Are Beautiful","1974","Stan Brakhage","19","tt0278740","126187","3","https://www.imdb.com/title/tt0278740/","https://letterboxd.com/film/the-stars-are-beautiful/"
"she-came-to-me","She Came to Me","2023","Rebecca Miller","102","tt6689014","503417","1","https://www.imdb.com/title/tt6689014/","https://letterboxd.com/film/she-came-to-me/"
"red-desert","Red Desert","1964","Michelangelo Antonioni","117","tt0058003","26638","5","https://www.imdb.com/title/tt0058003/","https://letterboxd.com/film/red-desert/"
"oslo-august-31st","Oslo, August 31st","2011","Joachim Trier","95","tt1736633","75233","1","https://www.imdb.com/title/tt1736633/","https://letterboxd.com/film/oslo-august-31st/"
"happiness-1965","Le Bonheur","1965","Agnès Varda","80","tt0058985","53023","26","https://www.imdb.com/title/tt0058985/","https://letterboxd.com/film/happiness-1965/"
"apart-from-you","Apart from You","1933","Mikio Naruse","64","tt0024214","91150","1","https://www.imdb.com/title/tt0024214/","https://letterboxd.com/film/apart-from-you/"
"let-the-sunshine-in","Let the Sunshine In","2017","Claire Denis","94","tt6423776","431017","1","https://www.imdb.com/title/tt6423776/","https://letterboxd.com/film/let-the-sunshine-in/"
"fair-play-2023","Fair Play","2023","Chloe Domont","113","tt16304446","910571","1","https://www.imdb.com/title/tt16304446/","https://letterboxd.com/film/fair-play-2023/"
"the-birth-of-magellan-cadenza-i","The Birth of Magellan: Cadenza I","1977","Hollis Frampton","6","tt2187107","154612","1","https://www.imdb.com/title/tt2187107/","https://letterboxd.com/film/the-birth-of-magellan-cadenza-i/"
"night-of-the-living-dead","Night of the Living Dead","1968","George A. Romero","96","tt0063350","10331","9","https://www.imdb.com/title/tt0063350/","https://letterboxd.com/film/night-of-the-living-dead/"
"vengeance-is-mine","Vengeance Is Mine","1979","Shōhei Imamura","140","tt0079182","42170","1","https://www.imdb.com/title/tt0079182/","https://letterboxd.com/film/vengeance-is-mine/"
"morocco","Morocco","1930","Josef von Sternberg","92","tt0021156","42641","6","https://www.imdb.com/title/tt0021156/","https://letterboxd.com/film/morocco/"
"the-dark-tower-1999","The Dark Tower","1999","Stan Brakhage","3","tt0277657","126215","3","https://www.imdb.com/title/tt0277657/","https://letterboxd.com/film/the-dark-tower-1999/"
"submarine","Submarine","2010","Richard Ayoade","98","tt1440292","49020","1","https://www.imdb.com/title/tt1440292/","https://letterboxd.com/film/submarine/"
"xala","Xala","1975","Ousmane Sembène","121","tt0073915","76636","3","https://www.imdb.com/title/tt0073915/","https://letterboxd.com/film/xala/"
"visions-in-meditation-4-dh-lawrence","Visions in Meditation #4: D.H. Lawrence","1990","Stan Brakhage","17","tt0281354","164601","3","https://www.imdb.com/title/tt0281354/","https://letterboxd.com/film/visions-in-meditation-4-dh-lawrence/"
"homework-1989","Homework","1989","Abbas Kiarostami","78","tt0097843","145075","1","https://www.imdb.com/title/tt0097843/","https://letterboxd.com/film/homework-1989/"
"a-propos-de-nice","À propos de Nice","1930","Jean Vigo, Boris Kaufman","24","tt0021576","47831","2","https://www.imdb.com/title/tt0021576/","https://letterboxd.com/film/a-propos-de-nice/"
"isle-of-dogs-2018","Isle of Dogs","2018","Wes Anderson","101","tt5104604","399174","6","https://www.imdb.com/title/tt5104604/","https://letterboxd.com/film/isle-of-dogs-2018/"
"drugstore-cowboy","Drugstore Cowboy","1989","Gus Van Sant","102","tt0097240","476","4","https://www.imdb.com/title/tt0097240/","https://letterboxd.com/film/drugstore-cowboy/"
"riddle-of-fire","Riddle of Fire","2023","Weston Razooli","114","tt7575046","1114873","1","https://www.imdb.com/title/tt7575046/","https://letterboxd.com/film/riddle-of-fire/"
"zatoichi-goes-to-the-fire-festival","Zatoichi Goes to the Fire Festival","1970","Kenji Misumi","96","tt0164982","54283","1","https://www.imdb.com/title/tt0164982/","https://letterboxd.com/film/zatoichi-goes-to-the-fire-festival/"
"phoenix-2014","Phoenix","2014","Christian Petzold","98","tt2764784","254578","1","https://www.imdb.com/title/tt2764784/","https://letterboxd.com/film/phoenix-2014/"
"a-river-called-titas","A River Called Titas","1973","Ritwik Ghatak","159","tt0070809","93164","1","https://www.imdb.com/title/tt0070809/","https://letterboxd.com/film/a-river-called-titas/"
"lola","Lola","1961","Jacques Demy","89","tt0055093","40641","6","https://www.imdb.com/title/tt0055093/","https://letterboxd.com/film/lola/"
"pan-700","Pan 700","1974","Hollis Frampton","","tt2187025","166710","1","https://www.imdb.com/title/tt2187025/","https://letterboxd.com/film/pan-700/"
"eye-myth","Eye Myth","1967","Stan Brakhage","","tt0068560","97516","3","https://www.imdb.com/title/tt0068560/","https://letterboxd.com/film/eye-myth/"
"adventures-on-the-new-frontier","Adventures on the New Frontier","1961","Kenneth Stilson, Albert Maysles, Richard Leacock, D. A. Pennebaker","52","tt0950780","379895","1","https://www.imdb.com/title/tt0950780/","https://letterboxd.com/film/adventures-on-the-new-frontier/"
"the-power-of-the-dog","The Power of the Dog","2021","Jane Campion","127","tt10293406","600583","3","https://www.imdb.com/title/tt10293406/","https://letterboxd.com/film/the-power-of-the-dog/"
"dr-strangelove-or-how-i-learned-to-stop-worrying-and-love-the-bomb","Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","1964","Stanley Kubrick","95","tt0057012","935","5","https://www.imdb.com/title/tt0057012/","https://letterboxd.com/film/dr-strangelove-or-how-i-learned-to-stop-worrying-and-love-the-bomb/"
"24-frames","24 Frames","2017","Abbas Kiarostami","114","tt6777170","377269","1","https://www.imdb.com/title/tt6777170/","https://letterboxd.com/film/24-frames/"
"the-life-aquatic-with-steve-zissou","The Life Aquatic with Steve Zissou","2004","Wes Anderson","119","tt0362270","421","8","https://www.imdb.com/title/tt0362270/","https://letterboxd.com/film/the-life-aquatic-with-steve-zissou/"
"days-of-wine-and-roses-1958","Days of Wine and Roses","1958","John Frankenheimer","80","tt0051523","365499","1","https://www.imdb.com/title/tt0051523/","https://letterboxd.com/film/days-of-wine-and-roses-1958/"
"marketa-lazarova","Marketa Lazarová","1967","František Vláčil","166","tt0063278","25904","1","https://www.imdb.com/title/tt0063278/","https://letterboxd.com/film/marketa-lazarova/"
"z","Z","1969","Costa-Gavras","122","tt0065234","2721","1","https://www.imdb.com/title/tt0065234/","https://letterboxd.com/film/z/"
"la-ceremonie","La Cérémonie","1995","Claude Chabrol","112","tt0112769","1802","5","https://www.imdb.com/title/tt0112769/","https://letterboxd.com/film/la-ceremonie/"
"agnes-varda-from-here-to-there","Agnès Varda: From Here to There","2011","Agnès Varda","235","tt2125012","","24","https://www.imdb.com/title/tt2125012/","https://letterboxd.com/film/agnes-varda-from-here-to-there/"
"no-regrets-for-our-youth","No Regrets for Our Youth","1946","Akira Kurosawa","111","tt0039090","43487","1","https://www.imdb.com/title/tt0039090/","https://letterboxd.com/film/no-regrets-for-our-youth/"
"la-chienne","La Chienne","1931","Jean Renoir","96","tt0021739","26614","1","https://www.imdb.com/title/tt0021739/","https://letterboxd.com/film/la-chienne/"
"my-own-private-idaho","My Own Private Idaho","1991","Gus Van Sant","104","tt0102494","468","9","https://www.imdb.com/title/tt0102494/","https://letterboxd.com/film/my-own-private-idaho/"
"elvira-madigan","Elvira Madigan","1967","Bo Widerberg","91","tt0061620","42692","1","https://www.imdb.com/title/tt0061620/","https://letterboxd.com/film/elvira-madigan/"
"lord-of-the-flies","Lord of the Flies","1963","Peter Brook","92","tt0057261","9960","1","https://www.imdb.com/title/tt0057261/","https://letterboxd.com/film/lord-of-the-flies/"
"the-scarlet-empress","The Scarlet Empress","1934","Josef von Sternberg","104","tt0025746","31527","8","https://www.imdb.com/title/tt0025746/","https://letterboxd.com/film/the-scarlet-empress/"
"american-psycho","American Psycho","2000","Mary Harron","102","tt0144084","1359","1","https://www.imdb.com/title/tt0144084/","https://letterboxd.com/film/american-psycho/"
"the-fourth-dimension-1936","The Fourth Dimension","1936","Jean Painlevé, Achille-Pierre Dufour","10","tt0130025","147254","1","https://www.imdb.com/title/tt0130025/","https://letterboxd.com/film/the-fourth-dimension-1936/"
"a-hard-days-night","A Hard Day's Night","1964","Richard Lester","88","tt0058182","704","4","https://www.imdb.com/title/tt0058182/","https://letterboxd.com/film/a-hard-days-night/"
"fancy-dance-2023","Fancy Dance","2023","Erica Tremblay","91","tt21813994","1058617","1","https://www.imdb.com/title/tt21813994/","https://letterboxd.com/film/fancy-dance-2023/"
"rolling-thunder-revue-a-bob-dylan-story-by-martin-scorsese","Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese","2019","Martin Scorsese","142","tt9577852","574638","2","https://www.imdb.com/title/tt9577852/","https://letterboxd.com/film/rolling-thunder-revue-a-bob-dylan-story-by-martin-scorsese/"
"minding-the-gap","Minding the Gap","2018","Bing Liu","93","tt7476236","489985","1","https://www.imdb.com/title/tt7476236/","https://letterboxd.com/film/minding-the-gap/"
"process-red","Process Red","1966","Hollis Frampton","4","tt2187045","163347","1","https://www.imdb.com/title/tt2187045/","https://letterboxd.com/film/process-red/"
"dog-star-man-part-i","Dog Star Man: Part I","1963","Stan Brakhage","30","tt0058025","85110","3","https://www.imdb.com/title/tt0058025/","https://letterboxd.com/film/dog-star-man-part-i/"
"woman-in-the-dunes","Woman in the Dunes","1964","Hiroshi Teshigahara","147","tt0058625","16672","7","https://www.imdb.com/title/tt0058625/","https://letterboxd.com/film/woman-in-the-dunes/"
"donkey-skin","Donkey Skin","1970","Jacques Demy","90","tt0066207","5590","6","https://www.imdb.com/title/tt0066207/","https://letterboxd.com/film/donkey-skin/"
"one-hundred-and-one-nights","One Hundred and One Nights","1995","Agnès Varda","105","tt0112654","94771","24","https://www.imdb.com/title/tt0112654/","https://letterboxd.com/film/one-hundred-and-one-nights/"
"desert","Desert","1976","Stan Brakhage","11","tt0278411","164590","3","https://www.imdb.com/title/tt0278411/","https://letterboxd.com/film/desert/"
"thelma-louise","Thelma & Louise","1991","Ridley Scott","130","tt0103074","1541","7","https://www.imdb.com/title/tt0103074/","https://letterboxd.com/film/thelma-louise/"
"its-not-just-you-murray","It's Not Just You, Murray!","1964","Martin Scorsese","17","tt0058242","36893","7","https://www.imdb.com/title/tt0058242/","https://letterboxd.com/film/its-not-just-you-murray/"
"hapax-legomena-i-nostalgia","Hapax Legomena I: (nostalgia)","1971","Hollis Frampton","36","tt0130908","132161","1","https://www.imdb.com/title/tt0130908/","https://letterboxd.com/film/hapax-legomena-i-nostalgia/"
"toy-story-3","Toy Story 3","2010","Lee Unkrich","102","tt0435761","10193","1","https://www.imdb.com/title/tt0435761/","https://letterboxd.com/film/toy-story-3/"
"the-cranes-are-flying","The Cranes Are Flying","1957","Mikhail Kalatozov","97","tt0050634","38360","6","https://www.imdb.com/title/tt0050634/","https://letterboxd.com/film/the-cranes-are-flying/"
