"name","slug","visit_date","visit_year","is_group","occupations","n_picks","video","list_url"
"Tunde Adebimpe","tunde-adebimpes-criterion-closet-picks","2025-04-07","2025","0","musicians;actors","84","https://youtu.be/2sGGq2NxN10","https://letterboxd.com/closetpicks/list/tunde-adebimpes-criterion-closet-picks/"
"Nicholas Britell","nicholas-britells-criterion-closet-picks","2025-11-26","2025","0","composers","7","https://youtu.be/Jh1o_OE3-Ic","https://letterboxd.com/closetpicks/list/nicholas-britells-criterion-closet-picks/"
"Slavoj Zizek","slavoj-zizeks-criterion-closet-picks","2014-09-25","2014","0","philosophers;theorists","16","https://www.youtube.com/watch?v=OqpxT_iJ8Mc","https://letterboxd.com/closetpicks/list/slavoj-zizeks-criterion-closet-picks/"
"Bill Pope","bill-popes-criterion-closet-picks","2023-10-05","2024","0","cinematographers","9","https://www.youtube.com/watch?v=l56hwzq1Uog","https://letterboxd.com/closetpicks/list/bill-popes-criterion-closet-picks/"
"Ethel Cain","ethel-cains-criterion-closet-picks","2025-07-21","2025","0","musicians","6","https://www.youtube.com/watch?v=ld19PMXUyqg","https://letterboxd.com/closetpicks/list/ethel-cains-criterion-closet-picks/"
"Jerzy Skolimowski","jerzy-skolimowskis-criterion-closet-picks","2022-12-09","2022","0","directors;writers;actors","9","https://www.youtube.com/watch?v=VC-4KKe3WGM","https://letterboxd.com/closetpicks/list/jerzy-skolimowskis-criterion-closet-picks/"
"Ann Oren","ann-orens-criterion-closet-picks","2023-08-22","2023","0","directors","2","","https://letterboxd.com/closetpicks/list/ann-orens-criterion-closet-picks/"
"Mark Jenkin","mark-jenkins-criterion-closet-picks","2023-03-29","2023","0","directors;writers;editors","19","","https://letterboxd.com/closetpicks/list/mark-jenkins-criterion-closet-picks/"
"Judd Apatow","judd-apatows-criterion-closet-picks","2025-08-13","2025","0","writers;directors;comedians","16","https://www.youtube.com/watch?v=pnzdSo4vkck","https://letterboxd.com/closetpicks/list/judd-apatows-criterion-closet-picks/"
"Atom Egoyan","atom-egoyans-criterion-closet-picks-1","","2025","0","writers;directors","59","https://youtu.be/X0yY-bMTFq4","https://letterboxd.com/closetpicks/list/atom-egoyans-criterion-closet-picks-1/"
"Mary Bronstein","mary-bronsteins-criterion-closet-picks","2025-09-30","2025","0","writers;directors","22","https://youtu.be/o4Zt1CAprPo","https://letterboxd.com/closetpicks/list/mary-bronsteins-criterion-closet-picks/"
"Catherine Breillat","catherine-breillats-criterion-closet-picks","2023-10-10","2024","0","directors","47","https://www.youtube.com/watch?v=FXz316FCzyI","https://letterboxd.com/closetpicks/list/catherine-breillats-criterion-closet-picks/"
"Ethan Hawke and Jonathan Marc Sherman","ethan-hawke-and-jonathan-marc-shermans-criterion","2018-03-22","2018","1","actors","22","https://www.youtube.com/watch?v=ETrJUaoa1Zc","https://letterboxd.com/closetpicks/list/ethan-hawke-and-jonathan-marc-shermans-criterion/"
"Benny Safdie's Second","benny-safdies-second-criterion-closet-picks","2025-10-19","2025","0","return-visits;writers;directors;actors","15","https://www.youtube.com/watch?v=q3aEv64x4Fo","https://letterboxd.com/closetpicks/list/benny-safdies-second-criterion-closet-picks/"
"Chloe Domont","chloe-domonts-criterion-closet-picks","2023-09-28","2023","0","directors","4","","https://letterboxd.com/closetpicks/list/chloe-domonts-criterion-closet-picks/"
"Veronika Franz and Severin Fiala","veronika-franz-and-severin-fialas-criterion","2024-06-24","2024","1","directors","8","","https://letterboxd.com/closetpicks/list/veronika-franz-and-severin-fialas-criterion/"
"Rose Byrne","rose-byrnes-criterion-closet-picks","2025-09-30","2025","0","actors","6","https://youtu.be/GlCaEnEAhoM","https://letterboxd.com/closetpicks/list/rose-byrnes-criterion-closet-picks/"
"Seth Myers","seth-myers-criterion-closet-picks","2025-05-08","2025","0","tv-host;tv-writer;comedians","10","https://www.youtube.com/watch?v=-pfZlhfY4JM","https://letterboxd.com/closetpicks/list/seth-myers-criterion-closet-picks/"
"Jeremy Thomas","jeremy-thomas-criterion-closet-picks","2023-09-18","2024","0","directors;producers","16","https://www.youtube.com/watch?v=7pFXCqtYmDM","https://letterboxd.com/closetpicks/list/jeremy-thomas-criterion-closet-picks/"
"Pablo Larraín","pablo-larrains-criterion-closet-picks","2024-11-11","2024","0","directors","18","https://youtu.be/AdnnuEqbio8","https://letterboxd.com/closetpicks/list/pablo-larrains-criterion-closet-picks/"
"Nia DaCosta","nia-dacostas-criterion-closet-picks","2025-10-22","2025","0","writers;directors","30","https://www.youtube.com/watch?v=ZAYw4GYFh10","https://letterboxd.com/closetpicks/list/nia-dacostas-criterion-closet-picks/"
"John Dwyer","john-dwyers-criterion-closet-picks","2020-09-24","2020","0","musicians","7","https://www.youtube.com/watch?v=g_sFEPf61_g","https://letterboxd.com/closetpicks/list/john-dwyers-criterion-closet-picks/"
"Oscar Isaac","oscar-isaacs-criterion-closet-picks","2026-04-15","2026","0","actors","19","https://youtu.be/-GZ1xYEZDgc","https://letterboxd.com/closetpicks/list/oscar-isaacs-criterion-closet-picks/"
"Azazel Jacobs","azazel-jacobs-criterion-closet-picks","2024-11-06","2024","0","writers;directors","10","https://www.youtube.com/watch?v=vBi5fCd6Usk","https://letterboxd.com/closetpicks/list/azazel-jacobs-criterion-closet-picks/"
"Ben Gibbard","ben-gibbards-criterion-closet-picks","2023-12-12","2024","0","musicians","15","https://www.youtube.com/watch?v=ZiRJyUUFJQA","https://letterboxd.com/closetpicks/list/ben-gibbards-criterion-closet-picks/"
"Alain Guiraudie","alain-guiraudies-criterion-closet-picks","2025-03-14","2024","0","writers;directors","8","https://www.youtube.com/watch?v=OVhzNXX1GIk","https://letterboxd.com/closetpicks/list/alain-guiraudies-criterion-closet-picks/"
"Jude Law","jude-laws-criterion-closet-picks-1","2024-09-15","2024","0","actors","8","https://www.youtube.com/watch?v=rVdefw0skK0","https://letterboxd.com/closetpicks/list/jude-laws-criterion-closet-picks-1/"
"Winona Ryder","winona-ryders-criterion-closet-picks","2024-06-15","2024","0","actors","14","https://www.youtube.com/watch?v=7qAT_K_YQOA","https://letterboxd.com/closetpicks/list/winona-ryders-criterion-closet-picks/"
"Kevin Smith","kevin-smiths-criterion-closet-picks","2024-09-25","2024","0","directors;writers;author;missing-links","7","https://www.youtube.com/watch?v=5eCxfZKIG90&amp;list=WL&amp;index=5&amp;pp=gAQBiAQB","https://letterboxd.com/closetpicks/list/kevin-smiths-criterion-closet-picks/"
"John Sayles","john-sayles-criterion-closet-picks","2019-11-03","2019","0","directors;actors;writers;novelists;editors","5","https://www.youtube.com/watch?v=g4SrBi2bYiM","https://letterboxd.com/closetpicks/list/john-sayles-criterion-closet-picks/"
"Luca Guadagnino","luca-guadagninos-criterion-closet-picks","2025-10-07","2025","0","directors;writers","14","https://www.youtube.com/watch?v=fodK93XWLwg","https://letterboxd.com/closetpicks/list/luca-guadagninos-criterion-closet-picks/"
"Jerry Schatzberg","jerry-schatzbergs-criterion-closet-picks","2024-05-21","2024","0","directors;photographer","31","https://www.youtube.com/watch?v=DHzWP5Pj2wM","https://letterboxd.com/closetpicks/list/jerry-schatzbergs-criterion-closet-picks/"
"Questlove","questloves-criterion-closet-picks","2025-03-19","2025","0","musicians;producers;author;actors;directors","8","https://www.youtube.com/watch?v=xFuN-Qi-FW4","https://letterboxd.com/closetpicks/list/questloves-criterion-closet-picks/"
"Robert De Niro","robert-de-niros-criterion-closet-picks","2026-04-21","2026","0","actors;directors","39","https://youtu.be/1yXOFLr_LJc","https://letterboxd.com/closetpicks/list/robert-de-niros-criterion-closet-picks/"
"Maggie Gyllenhaal","maggie-gyllenhaals-criterion-closet-picks","2026-02-03","2026","0","actors;directors","15","https://youtu.be/6YDJ0lLnkHA","https://letterboxd.com/closetpicks/list/maggie-gyllenhaals-criterion-closet-picks/"
"Greg Gonzalez","greg-gonzalezs-criterion-closet-picks","2024-07-16","2024","0","musicians","9","https://www.youtube.com/watch?v=1DvQjLLIFEE","https://letterboxd.com/closetpicks/list/greg-gonzalezs-criterion-closet-picks/"
"Richard Gadd","richard-gadds-criterion-closet-picks","2026-04-13","2026","0","writers;directors","7","https://youtu.be/1zj9pYwG64g","https://letterboxd.com/closetpicks/list/richard-gadds-criterion-closet-picks/"
"Rosine Mbakam","rosine-mbakams-criterion-closet-picks","2023-10-09","2024","0","directors;writers","7","https://www.youtube.com/watch?v=Hnijob9FlJc&amp;list=PL7D89754A5DAD1E8E&amp;index=2","https://letterboxd.com/closetpicks/list/rosine-mbakams-criterion-closet-picks/"
"Michael Shannon","michael-shannons-criterion-closet-picks","2023-06-13","2023","0","actors","13","https://www.youtube.com/watch?v=Ewx-oog2kmQ","https://letterboxd.com/closetpicks/list/michael-shannons-criterion-closet-picks/"
"Viggo Mortensen","viggo-mortensens-criterion-closet-picks","2024-06-02","2024","0","actors","12","https://www.youtube.com/watch?v=We_wQnlroek","https://letterboxd.com/closetpicks/list/viggo-mortensens-criterion-closet-picks/"
"Paul Smith","paul-smiths-criterion-closet-picks","2025-09-16","2025","0","fashion-designers","5","https://youtu.be/XhnpQyaye5M","https://letterboxd.com/closetpicks/list/paul-smiths-criterion-closet-picks/"
"Eric Bana","eric-banas-criterion-closet-picks-1","2024-05-09","2024","0","actors;missing-links","6","https://youtu.be/Y5-AnhGQek8","https://letterboxd.com/closetpicks/list/eric-banas-criterion-closet-picks-1/"
"Carol Kane","carol-kanes-criterion-closet-picks","2024-06-13","2024","0","actors","19","https://www.youtube.com/watch?v=TDU3_n78jkc","https://letterboxd.com/closetpicks/list/carol-kanes-criterion-closet-picks/"
"Joel Edgerton","joel-edgertons-criterion-closet-picks","2024-02-09","2024","0","actors;writers;directors","13","https://www.youtube.com/watch?v=r86Fqtb4LNk","https://letterboxd.com/closetpicks/list/joel-edgertons-criterion-closet-picks/"
"Mike Leigh","mike-leighs-criterion-closet-picks","2014-12-16","2014","0","writers;directors","11","https://www.youtube.com/watch?v=f31TXhdC-Ps","https://letterboxd.com/closetpicks/list/mike-leighs-criterion-closet-picks/"
"Kyle MacLachlan","kyle-maclachlans-criterion-closet-picks","2022-09-05","2022","0","actors;letterboxd-members","7","https://www.youtube.com/watch?v=gzdBFeaNFSA","https://letterboxd.com/closetpicks/list/kyle-maclachlans-criterion-closet-picks/"
"Chelsea Peretti","chelsea-perettis-criterion-closet-picks","2024-03-05","2024","0","actors;directors;comedians","27","https://www.youtube.com/watch?v=espgxLcU-Y8","https://letterboxd.com/closetpicks/list/chelsea-perettis-criterion-closet-picks/"
"Cheryl Dunye","cheryl-dunyes-criterion-closet-picks","2024-03-17","2024","0","directors;writers;editors;actors","72","https://www.youtube.com/watch?v=24ZeFtAssNE","https://letterboxd.com/closetpicks/list/cheryl-dunyes-criterion-closet-picks/"
"Cauleen Smith","cauleen-smiths-criterion-closet-picks","2023-03-16","2023","0","directors","16","https://www.youtube.com/watch?v=aYvCHrvbWLs","https://letterboxd.com/closetpicks/list/cauleen-smiths-criterion-closet-picks/"
"Matt Johnson","matt-johnsons-criterion-closet-picks","2023-05-11","2023","0","writers;directors;actors","5","https://youtu.be/IfF053GTFrY?si=UNf5dp-m2zs9vwJe","https://letterboxd.com/closetpicks/list/matt-johnsons-criterion-closet-picks/"
"Daniel Goldhaber","daniel-goldhabers-criterion-closet-picks","2023-04-06","2023","0","directors","3","","https://letterboxd.com/closetpicks/list/daniel-goldhabers-criterion-closet-picks/"
"Amy Irving","amy-irvings-criterion-closet-picks","2025-04-03","2025","0","actors","13","https://www.youtube.com/watch?v=SNT0QRnkN3I","https://letterboxd.com/closetpicks/list/amy-irvings-criterion-closet-picks/"
"Lav Diaz","lav-diazs-criterion-closet-picks","2025-10-14","2025","0","writers;directors","69","https://youtu.be/wuWY9CPr2hI","https://letterboxd.com/closetpicks/list/lav-diazs-criterion-closet-picks/"
"Robert Kolodny","robert-kolodnys-criterion-closet-picks","2024-09-17","2024","0","directors","4","","https://letterboxd.com/closetpicks/list/robert-kolodnys-criterion-closet-picks/"
"Leslie Harris","leslie-harris-criterion-closet-picks","2019-11-27","2019","0","directors","10","https://www.youtube.com/watch?v=Uk53DeosP00","https://letterboxd.com/closetpicks/list/leslie-harris-criterion-closet-picks/"
"Matthew Broderick","matthew-brodericks-criterion-closet-picks","2025-06-20","2025","0","actors","10","https://youtu.be/NEkSirbDU2E","https://letterboxd.com/closetpicks/list/matthew-brodericks-criterion-closet-picks/"
"Nicolas Winding Refn","nicolas-winding-refns-criterion-closet-picks","2013-07-18","2013","0","directors;writers","11","https://www.youtube.com/watch?v=WMfI1AVAF_8","https://letterboxd.com/closetpicks/list/nicolas-winding-refns-criterion-closet-picks/"
"Charles Melton","charles-meltons-criterion-closet-picks","2024-01-03","2023","0","actors;missing-links","14","https://www.youtube.com/watch?v=Ee5Gfzsji4k","https://letterboxd.com/closetpicks/list/charles-meltons-criterion-closet-picks/"
"Paul Giamatti","paul-giamattis-criterion-closet-picks","2024-02-06","2024","0","actors","10","https://www.youtube.com/watch?v=ANxxsFUojco","https://letterboxd.com/closetpicks/list/paul-giamattis-criterion-closet-picks/"
"Jenni Olson","jenni-olsons-criterion-closet-picks","2020-08-18","2020","0","directors;historian","11","https://www.youtube.com/watch?v=oJt67JhZ1EI","https://letterboxd.com/closetpicks/list/jenni-olsons-criterion-closet-picks/"
"Cristian Mungiu","cristian-mungius-criterion-closet-picks","2018-07-10","2018","0","writers;directors","7","https://www.youtube.com/watch?v=8gxFRWp4gVU","https://letterboxd.com/closetpicks/list/cristian-mungius-criterion-closet-picks/"
"Juliette Binoche & Ralph Fiennes","juliette-binoche-ralph-fienness-criterion","2024-12-04","2024","1","actors","65","https://youtu.be/K15A83bYrKo","https://letterboxd.com/closetpicks/list/juliette-binoche-ralph-fienness-criterion/"
"Letterboxd Visits The Criterion Mobile Closet at SXSW","letterboxd-visits-the-criterion-mobile-closet","2025-03-17","2024","1","mobile-closet;letterboxd-members","22","https://www.youtube.com/watch?v=jt4zzIZKO_s","https://letterboxd.com/closetpicks/list/letterboxd-visits-the-criterion-mobile-closet/"
"Jacqueline Novak and John Early","jacqueline-novak-and-john-earlys-criterion","2019-07-31","2019","1","comedians;actors","13","https://www.youtube.com/watch?v=k9c6EUVVWjU","https://letterboxd.com/closetpicks/list/jacqueline-novak-and-john-earlys-criterion/"
"John Darnielle","john-darnielles-criterion-closet-picks","2023-01-25","2023","0","musicians;novelists","22","https://www.youtube.com/watch?v=8xngHLBEXnE","https://letterboxd.com/closetpicks/list/john-darnielles-criterion-closet-picks/"
"Eiza González","eiza-gonzalezs-criterion-closet-picks","2026-03-26","2026","0","actors","7","https://www.youtube.com/watch?v=zMUzKUMyNeQ","https://letterboxd.com/closetpicks/list/eiza-gonzalezs-criterion-closet-picks/"
"Rodarte","rodartes-criterion-closet-picks","2021-09-23","2021","1","designers","9","https://www.youtube.com/watch?v=E-drTe77WU8","https://letterboxd.com/closetpicks/list/rodartes-criterion-closet-picks/"
"Molly Manning Walker","molly-manning-walkers-criterion-closet-picks","2024-02-02","2024","0","directors","3","","https://letterboxd.com/closetpicks/list/molly-manning-walkers-criterion-closet-picks/"
"Joel Potrykus","joel-potrykus-criterion-closet-picks","2024-08-01","2024","0","professors;writers;directors","12","https://www.youtube.com/watch?v=asVS_TKy5ow","https://letterboxd.com/closetpicks/list/joel-potrykus-criterion-closet-picks/"
"Chiara Mastroianni","chiara-mastroiannis-criterion-closet","2024-12-13","2024","0","actors","10","https://www.youtube.com/watch?v=oRwDxyMc6G8","https://letterboxd.com/closetpicks/list/chiara-mastroiannis-criterion-closet/"
"Marc Maron","marc-marons-criterion-closet-picks","2022-12-07","2022","0","comedians;actors;podcasters","11","https://www.youtube.com/watch?v=giq9THI1RSU","https://letterboxd.com/closetpicks/list/marc-marons-criterion-closet-picks/"
"Brady Corbet","brady-corbets-criterion-closet-picks","2025-01-08","2024","0","directors;writers","28","https://youtu.be/KYw5P3tmba0","https://letterboxd.com/closetpicks/list/brady-corbets-criterion-closet-picks/"
"Mary Harron","mary-harrons-criterion-closet-picks","2023-08-03","2023","0","directors","17","https://www.youtube.com/watch?v=n4sA7UOBC_c","https://letterboxd.com/closetpicks/list/mary-harrons-criterion-closet-picks/"
"Juliette Binoche","juliette-binoches-criterion-closet-picks","2018-05-03","2018","0","actors","21","","https://letterboxd.com/closetpicks/list/juliette-binoches-criterion-closet-picks/"
"Davy Chou","davy-chous-criterion-closet-picks","2024-06-23","2024","0","writers;directors;producers","5","","https://letterboxd.com/closetpicks/list/davy-chous-criterion-closet-picks/"
"Rodrigo Prieto","rodrigo-prietos-criterion-closet-picks","2023-01-02","2023","0","cinematographers","9","https://www.youtube.com/watch?v=YQ8h7cyDr1Q","https://letterboxd.com/closetpicks/list/rodrigo-prietos-criterion-closet-picks/"
"Lena Dunham","lena-dunhams-criterion-closet-picks","2025-05-07","2025","0","writers;directors;actors","10","https://youtu.be/PqpRsEF6Gn8","https://letterboxd.com/closetpicks/list/lena-dunhams-criterion-closet-picks/"
"JR","jrs-criterion-closet-picks","2024-02-27","2024","0","directors;documentarians;artist","35","https://www.youtube.com/watch?v=h5R5ydQZEPA","https://letterboxd.com/closetpicks/list/jrs-criterion-closet-picks/"
"Jack Harlow","jack-harlows-criterion-closet-picks","2026-03-23","2026","0","musicians","37","https://youtu.be/2GEOljy1JKg","https://letterboxd.com/closetpicks/list/jack-harlows-criterion-closet-picks/"
"Laura Dern","laura-derns-criterion-closet-picks","2026-01-12","2026","0","actors","44","https://youtu.be/c2IZf_NRJKs","https://letterboxd.com/closetpicks/list/laura-derns-criterion-closet-picks/"
"Anna Kendrick","anna-kendricks-criterion-closet-picks","2024-10-06","2024","0","actors","48","https://www.youtube.com/watch?v=CuZo__82POU","https://letterboxd.com/closetpicks/list/anna-kendricks-criterion-closet-picks/"
"Richard Ayoade","richard-ayoades-criterion-closet-picks","2014-08-03","2014","0","actors;comedians;directors","5","https://www.youtube.com/watch?v=yNWUQWSFeQ8","https://letterboxd.com/closetpicks/list/richard-ayoades-criterion-closet-picks/"
"Amir Naderi","amir-naderis-criterion-closet-picks","2022-12-15","2022","0","writers;directors","12","https://www.youtube.com/watch?v=hDgU4rZRnGs","https://letterboxd.com/closetpicks/list/amir-naderis-criterion-closet-picks/"
"Wim Wenders","wim-wenders-criterion-closet-picks","2012-01-10","2012","0","directors;playwright;author;photographer","25","https://www.youtube.com/watch?v=PtVA6nKygFs","https://letterboxd.com/closetpicks/list/wim-wenders-criterion-closet-picks/"
"Sarita Choudhury","sarita-choudhurys-criterion-closet-picks","2022-04-14","2022","0","actors","12","https://www.youtube.com/watch?v=wjnW5iZwo9Q","https://letterboxd.com/closetpicks/list/sarita-choudhurys-criterion-closet-picks/"
"Rachel Sennott","rachel-sennotts-criterion-closet-picks","2025-11-04","2025","0","actors;writers","5","https://www.youtube.com/watch?v=8i3ZVJRQYYY","https://letterboxd.com/closetpicks/list/rachel-sennotts-criterion-closet-picks/"
"Norman Reedus","norman-reedus-criterion-closet-picks","2024-12-12","2024","0","actors;author;missing-links","41","https://youtu.be/6GAcaHKcqZY","https://letterboxd.com/closetpicks/list/norman-reedus-criterion-closet-picks/"
"Sergei Loznitsa","sergei-loznitsas-criterion-closet-picks","2025-10-02","2025","0","writers;directors","13","https://www.youtube.com/watch?v=_miFRuKBw8o&amp;list=WL&amp;index=8&amp;pp=iAQB0gcJCSgLAYcqIYzvsAgC","https://letterboxd.com/closetpicks/list/sergei-loznitsas-criterion-closet-picks/"
"Tyler Mitchell","tyler-mitchells-criterion-closet-picks","2023-09-17","2023","0","photographer;artist","18","https://www.youtube.com/watch?v=Xupq6TR3Q9Y","https://letterboxd.com/closetpicks/list/tyler-mitchells-criterion-closet-picks/"
"Justin Kuritzkes","justin-kuritzkes-criterion-closet-picks","2024-04-24","2024","0","writers","3","","https://letterboxd.com/closetpicks/list/justin-kuritzkes-criterion-closet-picks/"
"Dustin Guy Defa","dustin-guy-defas-criterion-closet-picks","2023-06-13","2023","0","directors","23","","https://letterboxd.com/closetpicks/list/dustin-guy-defas-criterion-closet-picks/"
"Josh and Benny Safdie","josh-and-benny-safdies-criterion-closet-picks","2017-09-10","2017","1","actors;directors;writers","83","https://www.youtube.com/watch?v=jSdxbBsShak","https://letterboxd.com/closetpicks/list/josh-and-benny-safdies-criterion-closet-picks/"
"Daisy Ridley","daisy-ridleys-criterion-closet-picks","2024-01-26","2024","0","actors","3","","https://letterboxd.com/closetpicks/list/daisy-ridleys-criterion-closet-picks/"
