"title","slug","criterion_spine_number","director","year","country","genres","criterion_url","imdb_id","imdb_url","tmdb_id","tmdb_url","letterboxd_url","pick_count","is_box_set","credits","tmdb_type"
"A Raisin in the Sun","a-raisin-in-the-sun","945","Daniel Petrie","1961","","[""Drama"",""Romance""]","https://www.criterion.com/films/28826-a-raisin-in-the-sun","tt0055353","https://www.imdb.com/title/tt0055353/","29478","https://www.themoviedb.org/movie/29478","https://letterboxd.com/tmdb/29478","1","0","{""directors"":[{""name"":""Daniel Petrie"",""tmdb_id"":40549}],""writers"":[{""name"":""Lorraine Hansberry"",""tmdb_id"":103942}],""cinematographers"":[{""name"":""Charles Lawton Jr."",""tmdb_id"":18576}],""editors"":[{""name"":""Paul Weatherwax"",""tmdb_id"":120032},{""name"":""William A. Lyon"",""tmdb_id"":64118}],""cast"":[{""name"":""Sidney Poitier"",""tmdb_id"":16897,""character"":""Walter Lee Younger""},{""name"":""Claudia McNeil"",""tmdb_id"":103939,""character"":""Lena Younger""},{""name"":""Ruby Dee"",""tmdb_id"":15532,""character"":""Ruth Younger""},{""name"":""Diana Sands"",""tmdb_id"":103940,""character"":""Beneatha Younger""},{""name"":""Ivan Dixon"",""tmdb_id"":95224,""character"":""Asagai""},{""name"":""John Fiedler"",""tmdb_id"":5247,""character"":""Mark Lindner""},{""name"":""Louis Gossett Jr."",""tmdb_id"":20959,""character"":""George Murchison""},{""name"":""Steven Perry"",""tmdb_id"":103941,""character"":""Travis Younger""}]}",""
"A Room with a View","a-room-with-a-view","775","James Ivory","1986","","[""Drama"",""Romance""]","https://www.criterion.com/films/28597-a-room-with-a-view","tt0091867","https://www.imdb.com/title/tt0091867/","11257","https://www.themoviedb.org/movie/11257","https://letterboxd.com/tmdb/11257","3","0","{""directors"":[{""name"":""James Ivory"",""tmdb_id"":54441}],""writers"":[{""name"":""Ruth Prawer Jhabvala"",""tmdb_id"":54443}],""cinematographers"":[{""name"":""Tony Pierce-Roberts"",""tmdb_id"":3960}],""editors"":[{""name"":""Humphrey Dixon"",""tmdb_id"":12759}],""cast"":[{""name"":""Helena Bonham Carter"",""tmdb_id"":1283,""character"":""Lucy Honeychurch""},{""name"":""Julian Sands"",""tmdb_id"":6104,""character"":""George Emerson""},{""name"":""Maggie Smith"",""tmdb_id"":10978,""character"":""Charlotte Bartlett""},{""name"":""Denholm Elliott"",""tmdb_id"":656,""character"":""Mr. Emerson""},{""name"":""Daniel Day-Lewis"",""tmdb_id"":11856,""character"":""Cecil Vyse""},{""name"":""Simon Callow"",""tmdb_id"":4001,""character"":""The Reverend Mr. Beebe""},{""name"":""Rosemary Leach"",""tmdb_id"":96408,""character"":""Mrs. Honeychurch""},{""name"":""Rupert Graves"",""tmdb_id"":11278,""character"":""Freddy Honeychurch""}]}",""
"A Special Day","a-special-day","778","Ettore Scola","1977","","[""Drama"",""Romance""]","https://www.criterion.com/films/28659-a-special-day","tt0076085","https://www.imdb.com/title/tt0076085/","42229","https://www.themoviedb.org/movie/42229","https://letterboxd.com/tmdb/42229","5","0","{""directors"":[{""name"":""Ettore Scola"",""tmdb_id"":31894}],""writers"":[{""name"":""Ettore Scola"",""tmdb_id"":31894},{""name"":""Maurizio Costanzo"",""tmdb_id"":120647},{""name"":""Ruggero Maccari"",""tmdb_id"":31892}],""cinematographers"":[{""name"":""Pasqualino De Santis"",""tmdb_id"":36016}],""editors"":[{""name"":""Raimondo Crociani"",""tmdb_id"":69065}],""cast"":[{""name"":""Sophia Loren"",""tmdb_id"":16757,""character"":""Antonietta Taberi""},{""name"":""Marcello Mastroianni"",""tmdb_id"":5676,""character"":""Gabriele""},{""name"":""John Vernon"",""tmdb_id"":17580,""character"":""Emanuele Taberi""},{""name"":""Françoise Berd"",""tmdb_id"":548631,""character"":""Concierge""},{""name"":""Patrizia Basso"",""tmdb_id"":548632,""character"":""Romana Taberi""},{""name"":""Tiziano De Persio"",""tmdb_id"":581716,""character"":""Arnaldo Taberi""},{""name"":""Maurizio Di Paolantonio"",""tmdb_id"":581717,""character"":""Fabio Taberi""},{""name"":""Antonio Garibaldi"",""tmdb_id"":581718,""character"":""Littorio Taberi""}]}",""
"A Story from Chikamatsu","a-story-from-chikamatsu","949","Kenji Mizoguchi","1954","","[""Drama"",""Romance""]","https://www.criterion.com/films/28160-a-story-from-chikamatsu","tt0046851","https://www.imdb.com/title/tt0046851/","35861","https://www.themoviedb.org/movie/35861","https://letterboxd.com/tmdb/35861","1","0","{""directors"":[{""name"":""Kenji Mizoguchi"",""tmdb_id"":97202}],""writers"":[{""name"":""Yoshikata Yoda"",""tmdb_id"":134343},{""name"":""Matsutarō Kawaguchi"",""tmdb_id"":134342}],""cinematographers"":[{""name"":""Kazuo Miyagawa"",""tmdb_id"":7461}],""editors"":[{""name"":""Kanji Suganuma"",""tmdb_id"":931385}],""cast"":[{""name"":""Kazuo Hasegawa"",""tmdb_id"":97207,""character"":""Mohei""},{""name"":""Kyōko Kagawa"",""tmdb_id"":34374,""character"":""Osan""},{""name"":""Eitarō Shindō"",""tmdb_id"":122430,""character"":""Ishun""},{""name"":""Eitarō Ozawa"",""tmdb_id"":97203,""character"":""Sukeemon""},{""name"":""Yōko Minamida"",""tmdb_id"":132767,""character"":""Otama""},{""name"":""Haruo Tanaka"",""tmdb_id"":34375,""character"":""Gifuya Dôki""},{""name"":""Chieko Naniwa"",""tmdb_id"":134344,""character"":""Okô""},{""name"":""Ichirō Sugai"",""tmdb_id"":134263,""character"":""Gembei""}]}",""
"A Story of Floating Weeds / Floating Weeds","a-story-of-floating-weeds-floating-weeds","232","","1959","","[]","https://www.criterion.com/boxsets/369-a-story-of-floating-weeds-floating-weeds-two-films-by-yasujiro-ozu","","","","","","3","1","",""
"A Taste of Honey","a-taste-of-honey","829","Tony Richardson","1961","","[""Drama""]","https://www.criterion.com/films/28734-a-taste-of-honey","tt0055506","https://www.imdb.com/title/tt0055506/","25062","https://www.themoviedb.org/movie/25062","https://letterboxd.com/tmdb/25062","4","0","{""directors"":[{""name"":""Tony Richardson"",""tmdb_id"":32765}],""writers"":[{""name"":""Shelagh Delaney"",""tmdb_id"":405142},{""name"":""Tony Richardson"",""tmdb_id"":32765}],""cinematographers"":[{""name"":""Walter Lassally"",""tmdb_id"":36967}],""editors"":[{""name"":""Antony Gibbs"",""tmdb_id"":12509}],""cast"":[{""name"":""Rita Tushingham"",""tmdb_id"":47754,""character"":""Jo""},{""name"":""Murray Melvin"",""tmdb_id"":31722,""character"":""Geoffrey Ingham""},{""name"":""Paul Danquah"",""tmdb_id"":1047255,""character"":""Jimmy""},{""name"":""Dora Bryan"",""tmdb_id"":43626,""character"":""Helen""},{""name"":""Robert Stephens"",""tmdb_id"":41957,""character"":""Peter Smith""},{""name"":""Michael Bilton"",""tmdb_id"":176104,""character"":""Landlord""},{""name"":""Eunice Black"",""tmdb_id"":986146,""character"":""Schoolteacher""},{""name"":""David Boliver"",""tmdb_id"":1621310,""character"":""Bert""}]}",""
"A Touch of Zen","a-touch-of-zen","825","King Hu","1970","","[""Action"",""Adventure"",""Fantasy""]","https://www.criterion.com/films/28791-a-touch-of-zen","tt0064451","https://www.imdb.com/title/tt0064451/","44154","https://www.themoviedb.org/movie/44154","https://letterboxd.com/tmdb/44154","2","0","{""directors"":[{""name"":""King Hu"",""tmdb_id"":83698}],""writers"":[{""name"":""King Hu"",""tmdb_id"":83698}],""cinematographers"":[{""name"":""Hua Hui-Ying"",""tmdb_id"":2144716}],""editors"":[{""name"":""Wang Chin-Chen"",""tmdb_id"":1656124},{""name"":""King Hu"",""tmdb_id"":83698}],""cast"":[{""name"":""Hsu Feng"",""tmdb_id"":130394,""character"":""Yang Hui-zhen""},{""name"":""Shih Chun"",""tmdb_id"":1172051,""character"":""Gu Sheng-zhai""},{""name"":""Pai Ying"",""tmdb_id"":137913,""character"":""General Shi Wen-qiao""},{""name"":""Tien Peng"",""tmdb_id"":238888,""character"":""Ouyang Nian""},{""name"":""Roy Chiao"",""tmdb_id"":695,""character"":""Abbot Hui-yuan""},{""name"":""Tsao Chien"",""tmdb_id"":1173739,""character"":""Magistrate Xu Zheng-qing""},{""name"":""Miao Tian"",""tmdb_id"":150345,""character"":""Nie Qiu (Men Da's Advisor)""},{""name"":""Melvin Chang Yun-Wen"",""tmdb_id"":1581079,""character"":""Tao Lung""}]}",""
"A Woman Is a Woman","a-woman-is-a-woman","238","Jean-Luc Godard","1961","","[""Comedy"",""Drama"",""Romance""]","https://www.criterion.com/films/854-a-woman-is-a-woman","tt0055572","https://www.imdb.com/title/tt0055572/","31522","https://www.themoviedb.org/movie/31522","https://letterboxd.com/tmdb/31522","1","0","{""directors"":[{""name"":""Jean-Luc Godard"",""tmdb_id"":3776}],""writers"":[{""name"":""Jean-Luc Godard"",""tmdb_id"":3776}],""cinematographers"":[{""name"":""Raoul Coutard"",""tmdb_id"":3540}],""editors"":[{""name"":""Agnès Guillemot"",""tmdb_id"":3526},{""name"":""Lila Herman"",""tmdb_id"":3839}],""cast"":[{""name"":""Anna Karina"",""tmdb_id"":18197,""character"":""Angela""},{""name"":""Jean-Claude Brialy"",""tmdb_id"":24299,""character"":""Émile Récamier""},{""name"":""Jean-Paul Belmondo"",""tmdb_id"":3829,""character"":""Alfred Lubitsch""},{""name"":""Henri Attal"",""tmdb_id"":23480,""character"":""Fake Blind #2 (uncredited)""},{""name"":""Karyn Balm"",""tmdb_id"":584484,""character"":""(uncredited)""},{""name"":""Dorothée Blanck"",""tmdb_id"":1151713,""character"":""Prostitute 3 / 'L'Opera Mouffe' shown on TV screen (uncredited)""},{""name"":""Catherine Demongeot"",""tmdb_id"":25957,""character"":""Magazine Girl (uncredited)""},{""name"":""Marie Dubois"",""tmdb_id"":18218,""character"":""Angela's Friend (uncredited)""}]}",""
"A Woman Under the Influence","a-woman-under-the-influence","253","John Cassavetes","1974","","[""Drama"",""Romance""]","https://www.criterion.com/films/510-a-woman-under-the-influence","tt0072417","https://www.imdb.com/title/tt0072417/","29845","https://www.themoviedb.org/movie/29845","https://letterboxd.com/tmdb/29845","5","0","{""directors"":[{""name"":""John Cassavetes"",""tmdb_id"":11147}],""writers"":[{""name"":""John Cassavetes"",""tmdb_id"":11147}],""cinematographers"":[{""name"":""Mitch Breit"",""tmdb_id"":961417},{""name"":""Al Ruban"",""tmdb_id"":11415}],""editors"":[{""name"":""Sheila Viseltear"",""tmdb_id"":1096033},{""name"":""David Armstrong"",""tmdb_id"":1096031},{""name"":""Beth Bergeron"",""tmdb_id"":1562254}],""cast"":[{""name"":""Gena Rowlands"",""tmdb_id"":4800,""character"":""Mabel Longhetti""},{""name"":""Peter Falk"",""tmdb_id"":2314,""character"":""Nick Longhetti""},{""name"":""Fred Draper"",""tmdb_id"":11141,""character"":""George Mortensen""},{""name"":""Lady Rowlands"",""tmdb_id"":146711,""character"":""Martha Mortensen""},{""name"":""Katherine Cassavetes"",""tmdb_id"":146710,""character"":""Margaret Longhetti""},{""name"":""Matthew Labyorteaux"",""tmdb_id"":81516,""character"":""Angelo Longhetti""},{""name"":""Matthew Cassel"",""tmdb_id"":58267,""character"":""Tony Longhetti""},{""name"":""Christina Grisanti"",""tmdb_id"":1096038,""character"":""Maria Longhetti""}]}",""
"Ace in the Hole","ace-in-the-hole","396","Billy Wilder","1951","","[""Drama""]","https://www.criterion.com/films/829-ace-in-the-hole","tt0043338","https://www.imdb.com/title/tt0043338/","25364","https://www.themoviedb.org/movie/25364","https://letterboxd.com/tmdb/25364","6","0","{""directors"":[{""name"":""Billy Wilder"",""tmdb_id"":3146}],""writers"":[{""name"":""Walter Newman"",""tmdb_id"":7335},{""name"":""Lesser Samuels"",""tmdb_id"":93631},{""name"":""Billy Wilder"",""tmdb_id"":3146}],""cinematographers"":[{""name"":""Charles Lang"",""tmdb_id"":3148}],""editors"":[{""name"":""Arthur P. Schmidt"",""tmdb_id"":8621}],""cast"":[{""name"":""Kirk Douglas"",""tmdb_id"":2090,""character"":""Charles Tatum""},{""name"":""Jan Sterling"",""tmdb_id"":20418,""character"":""Lorraine""},{""name"":""Robert Arthur"",""tmdb_id"":78304,""character"":""Herbie Cook""},{""name"":""Porter Hall"",""tmdb_id"":14975,""character"":""Jacob Q. Boot""},{""name"":""Frank Cady"",""tmdb_id"":93622,""character"":""Mr. Federber""},{""name"":""Richard Benedict"",""tmdb_id"":93623,""character"":""Leo Minosa""},{""name"":""Ray Teal"",""tmdb_id"":93624,""character"":""Sheriff""},{""name"":""Lewis Martin"",""tmdb_id"":93625,""character"":""McCardle""}]}",""
"After Hours","after-hours","1185","Martin Scorsese","1985","","[""Comedy"",""Thriller"",""Drama""]","https://www.criterion.com/films/29632-after-hours","tt0088680","https://www.imdb.com/title/tt0088680/","10843","https://www.themoviedb.org/movie/10843","https://letterboxd.com/tmdb/10843","8","0","{""directors"":[{""name"":""Martin Scorsese"",""tmdb_id"":1032}],""writers"":[{""name"":""Joseph Minion"",""tmdb_id"":51951}],""cinematographers"":[{""name"":""Michael Ballhaus"",""tmdb_id"":3769}],""editors"":[{""name"":""Thelma Schoonmaker"",""tmdb_id"":3661}],""cast"":[{""name"":""Griffin Dunne"",""tmdb_id"":2171,""character"":""Paul Hackett""},{""name"":""Rosanna Arquette"",""tmdb_id"":2165,""character"":""Marcy""},{""name"":""Verna Bloom"",""tmdb_id"":55192,""character"":""June""},{""name"":""Tommy Chong"",""tmdb_id"":63208,""character"":""Pepe""},{""name"":""Linda Fiorentino"",""tmdb_id"":9625,""character"":""Kiki""},{""name"":""Teri Garr"",""tmdb_id"":8437,""character"":""Julie""},{""name"":""John Heard"",""tmdb_id"":11512,""character"":""Tom the Bartender""},{""name"":""Cheech Marin"",""tmdb_id"":11159,""character"":""Neil""}]}",""
"After Life","after-life","1089","Hirokazu Kore-eda","1999","","[""Fantasy"",""Drama""]","https://www.criterion.com/films/29081-after-life","tt0165078","https://www.imdb.com/title/tt0165078/","17962","https://www.themoviedb.org/movie/17962","https://letterboxd.com/tmdb/17962","7","0","{""directors"":[{""name"":""Hirokazu Kore-eda"",""tmdb_id"":25645}],""writers"":[{""name"":""Hirokazu Kore-eda"",""tmdb_id"":25645}],""cinematographers"":[{""name"":""Yutaka Yamazaki"",""tmdb_id"":25646},{""name"":""Masayoshi Sukita"",""tmdb_id"":1081006}],""editors"":[{""name"":""Hirokazu Kore-eda"",""tmdb_id"":25645}],""cast"":[{""name"":""Arata Iura"",""tmdb_id"":82540,""character"":""Takashi Mochizuki""},{""name"":""Erika Oda"",""tmdb_id"":82541,""character"":""Shiori Satonaka""},{""name"":""Susumu Terajima"",""tmdb_id"":4990,""character"":""Satoru Kawashima""},{""name"":""Takashi Naito"",""tmdb_id"":19590,""character"":""Takuro Sugie""},{""name"":""Kei Tani"",""tmdb_id"":82542,""character"":""Kennosuke Nakamura""},{""name"":""Kyōko Kagawa"",""tmdb_id"":34374,""character"":""Kyoko Watanabe""},{""name"":""Tōru Yuri"",""tmdb_id"":1029304,""character"":""Gisuke Shoda""},{""name"":""Yūsuke Iseya"",""tmdb_id"":70209,""character"":""Yusuke Iseya""}]}",""
"Akira Kurosawa’s Dreams","akira-kurosawas-dreams","842","Akira Kurosawa","1990","","[""Fantasy"",""Drama""]","https://www.criterion.com/films/28700-akira-kurosawa-s-dreams","tt0100998","https://www.imdb.com/title/tt0100998/","12516","https://www.themoviedb.org/movie/12516","https://letterboxd.com/tmdb/12516","3","0","{""directors"":[{""name"":""Akira Kurosawa"",""tmdb_id"":5026}],""writers"":[{""name"":""Akira Kurosawa"",""tmdb_id"":5026},{""name"":""Ishirō Honda"",""tmdb_id"":18598}],""cinematographers"":[{""name"":""Shoji Ueda"",""tmdb_id"":70130},{""name"":""Takao Saitō"",""tmdb_id"":70129}],""editors"":[{""name"":""Tome Minami"",""tmdb_id"":72610}],""cast"":[{""name"":""Akira Terao"",""tmdb_id"":70132,""character"":""I""},{""name"":""Mitsuko Baisho"",""tmdb_id"":72605,""character"":""Mother of 'I'""},{""name"":""Toshie Negishi"",""tmdb_id"":72606,""character"":""Mother carrying child""},{""name"":""Mieko Harada"",""tmdb_id"":72607,""character"":""The Snow Fairy""},{""name"":""Mitsunori Isaki"",""tmdb_id"":40449,""character"":""Young I""},{""name"":""Toshihiko Nakano"",""tmdb_id"":1484328,""character"":""Child I""},{""name"":""Yoshitaka Zushi"",""tmdb_id"":110299,""character"":""Pvt. Noguchi""},{""name"":""Hisashi Igawa"",""tmdb_id"":96637,""character"":""Nuclear Plant Worker""}]}",""
"Ali: Fear Eats the Soul","ali-fear-eats-the-soul","198","Rainer Werner Fassbinder","1974","","[""Romance"",""Drama""]","https://www.criterion.com/films/152-ali-fear-eats-the-soul","tt0071141","https://www.imdb.com/title/tt0071141/","216","https://www.themoviedb.org/movie/216","https://letterboxd.com/tmdb/216","2","0","{""directors"":[{""name"":""Rainer Werner Fassbinder"",""tmdb_id"":2725}],""writers"":[{""name"":""Rainer Werner Fassbinder"",""tmdb_id"":2725}],""cinematographers"":[{""name"":""Jürgen Jürges"",""tmdb_id"":5639}],""editors"":[{""name"":""Thea Eymèsz"",""tmdb_id"":2737}],""cast"":[{""name"":""Brigitte Mira"",""tmdb_id"":2726,""character"":""Emmi Kurowski""},{""name"":""El Hedi ben Salem"",""tmdb_id"":2727,""character"":""Ali""},{""name"":""Irm Hermann"",""tmdb_id"":2729,""character"":""Krista""},{""name"":""Barbara Valentin"",""tmdb_id"":2728,""character"":""Barbara""},{""name"":""Elma Karlowa"",""tmdb_id"":2730,""character"":""Mrs. Kargus""},{""name"":""Anita Bucher"",""tmdb_id"":2731,""character"":""Mrs. Ellis""},{""name"":""Gusti Kreissl"",""tmdb_id"":2732,""character"":""Paula""},{""name"":""Doris Mattes"",""tmdb_id"":2733,""character"":""Mrs. Angermayer""}]}",""
"All About Eve","all-about-eve","1003","Joseph L. Mankiewicz","1950","","[""Drama""]","https://www.criterion.com/films/29596-all-about-eve","tt0042192","https://www.imdb.com/title/tt0042192/","705","https://www.themoviedb.org/movie/705","https://letterboxd.com/tmdb/705","9","0","{""directors"":[{""name"":""Joseph L. Mankiewicz"",""tmdb_id"":10601}],""writers"":[{""name"":""Joseph L. Mankiewicz"",""tmdb_id"":10601}],""cinematographers"":[{""name"":""Milton Krasner"",""tmdb_id"":10602}],""editors"":[{""name"":""Barbara McLean"",""tmdb_id"":10603}],""cast"":[{""name"":""Bette Davis"",""tmdb_id"":3380,""character"":""Margo Channing""},{""name"":""Anne Baxter"",""tmdb_id"":10606,""character"":""Eve Harrington""},{""name"":""George Sanders"",""tmdb_id"":3361,""character"":""Addison DeWitt""},{""name"":""Celeste Holm"",""tmdb_id"":10607,""character"":""Karen Richards""},{""name"":""Gary Merrill"",""tmdb_id"":10608,""character"":""Bill Sampson""},{""name"":""Hugh Marlowe"",""tmdb_id"":10609,""character"":""Lloyd Richards""},{""name"":""Thelma Ritter"",""tmdb_id"":7684,""character"":""Birdie Coonan""},{""name"":""Gregory Ratoff"",""tmdb_id"":10610,""character"":""Max Fabian""}]}",""
"All About My Mother","all-about-my-mother","1012","Pedro Almodóvar","1999","","[""Comedy"",""Drama""]","https://www.criterion.com/films/29569-all-about-my-mother","tt0185125","https://www.imdb.com/title/tt0185125/","99","https://www.themoviedb.org/movie/99","https://letterboxd.com/tmdb/99","7","0","{""directors"":[{""name"":""Pedro Almodóvar"",""tmdb_id"":309}],""writers"":[{""name"":""Pedro Almodóvar"",""tmdb_id"":309}],""cinematographers"":[{""name"":""Affonso Beato"",""tmdb_id"":3656}],""editors"":[{""name"":""José Salcedo"",""tmdb_id"":413}],""cast"":[{""name"":""Cecilia Roth"",""tmdb_id"":953,""character"":""Manuela""},{""name"":""Marisa Paredes"",""tmdb_id"":954,""character"":""Huma""},{""name"":""Candela Peña"",""tmdb_id"":958,""character"":""Nina""},{""name"":""Antonia San Juan"",""tmdb_id"":961,""character"":""Agrado""},{""name"":""Penélope Cruz"",""tmdb_id"":955,""character"":""Rosa""},{""name"":""Rosa María Sardà"",""tmdb_id"":962,""character"":""Rosa's Mother""},{""name"":""Fernando Fernán Gómez"",""tmdb_id"":965,""character"":""Rosa's Father""},{""name"":""Fernando Guillén"",""tmdb_id"":3651,""character"":""Actor \""Doctor\""""}]}",""
