"selector_label","title","director","criterion_url","source","published_rank"
"Xavier Dolan","The Discreet Charm of the Bourgeoisie","Luis Buñuel","https://www.criterion.com/films/310-the-discreet-charm-of-the-bourgeoisie","https://github.com/brittonwalker/criterion-top-ten",""
"Michael Atkinson","The Discreet Charm of the Bourgeoisie","Luis Buñuel","https://www.criterion.com/films/310-the-discreet-charm-of-the-bourgeoisie","https://github.com/brittonwalker/criterion-top-ten",""
"Tom Schnabel","The Discreet Charm of the Bourgeoisie","Luis Buñuel","https://www.criterion.com/films/310-the-discreet-charm-of-the-bourgeoisie","https://github.com/brittonwalker/criterion-top-ten",""
"Nicolas Roeg","The Discreet Charm of the Bourgeoisie","Luis Buñuel","https://www.criterion.com/films/310-the-discreet-charm-of-the-bourgeoisie","https://github.com/brittonwalker/criterion-top-ten",""
"Peter Cowie","The Discreet Charm of the Bourgeoisie","Luis Buñuel","https://www.criterion.com/films/310-the-discreet-charm-of-the-bourgeoisie","https://github.com/brittonwalker/criterion-top-ten",""
"Lili Horvát","Fanny and Alexander: Television Version","Ingmar Bergman","https://www.criterion.com/films/626-fanny-and-alexander-television-version","https://github.com/brittonwalker/criterion-top-ten",""
"Karyn Kusama","Fanny and Alexander: Television Version","Ingmar Bergman","https://www.criterion.com/films/626-fanny-and-alexander-television-version","https://github.com/brittonwalker/criterion-top-ten",""
"Pat Healy","Fanny and Alexander: Television Version","Ingmar Bergman","https://www.criterion.com/films/626-fanny-and-alexander-television-version","https://github.com/brittonwalker/criterion-top-ten",""
"Aaron Katz's Top 10 ","Fanny and Alexander: Television Version","Ingmar Bergman","https://www.criterion.com/films/626-fanny-and-alexander-television-version","https://github.com/brittonwalker/criterion-top-ten",""
"Bruce Beresford","Fanny and Alexander: Television Version","Ingmar Bergman","https://www.criterion.com/films/626-fanny-and-alexander-television-version","https://github.com/brittonwalker/criterion-top-ten",""
"Olivier Assayas","Fanny and Alexander: Television Version","Ingmar Bergman","https://www.criterion.com/films/626-fanny-and-alexander-television-version","https://github.com/brittonwalker/criterion-top-ten",""
"Angus MacLachlan","Fanny and Alexander: Television Version","Ingmar Bergman","https://www.criterion.com/films/626-fanny-and-alexander-television-version","https://github.com/brittonwalker/criterion-top-ten",""
"Richard Linklater","Fanny and Alexander: Television Version","Ingmar Bergman","https://www.criterion.com/films/626-fanny-and-alexander-television-version","https://github.com/brittonwalker/criterion-top-ten",""
"Rian Johnson","Fanny and Alexander: Television Version","Ingmar Bergman","https://www.criterion.com/films/626-fanny-and-alexander-television-version","https://github.com/brittonwalker/criterion-top-ten",""
"Lili Horvát","The Marriage of Maria Braun","Rainer Werner Fassbinder","https://www.criterion.com/films/592-the-marriage-of-maria-braun","https://github.com/brittonwalker/criterion-top-ten",""
"Mark Cousins","The Marriage of Maria Braun","Rainer Werner Fassbinder","https://www.criterion.com/films/592-the-marriage-of-maria-braun","https://github.com/brittonwalker/criterion-top-ten",""
"Lena Dunham ","The Marriage of Maria Braun","Rainer Werner Fassbinder","https://www.criterion.com/films/592-the-marriage-of-maria-braun","https://github.com/brittonwalker/criterion-top-ten",""
"Christa Lang-Fuller","The Marriage of Maria Braun","Rainer Werner Fassbinder","https://www.criterion.com/films/592-the-marriage-of-maria-braun","https://github.com/brittonwalker/criterion-top-ten",""
"Lili Horvát","The Man Who Fell to Earth","Nicolas Roeg","https://www.criterion.com/films/755-the-man-who-fell-to-earth","https://github.com/brittonwalker/criterion-top-ten",""
"Amy Seimetz","The Man Who Fell to Earth","Nicolas Roeg","https://www.criterion.com/films/755-the-man-who-fell-to-earth","https://github.com/brittonwalker/criterion-top-ten",""
"Anna Sui","The Man Who Fell to Earth","Nicolas Roeg","https://www.criterion.com/films/755-the-man-who-fell-to-earth","https://github.com/brittonwalker/criterion-top-ten",""
"Keith Gordon","The Man Who Fell to Earth","Nicolas Roeg","https://www.criterion.com/films/755-the-man-who-fell-to-earth","https://github.com/brittonwalker/criterion-top-ten",""
"Bong Joon-ho","The Man Who Fell to Earth","Nicolas Roeg","https://www.criterion.com/films/755-the-man-who-fell-to-earth","https://github.com/brittonwalker/criterion-top-ten",""
"Andrew Haigh ","The Man Who Fell to Earth","Nicolas Roeg","https://www.criterion.com/films/755-the-man-who-fell-to-earth","https://github.com/brittonwalker/criterion-top-ten",""
"Jonathan Lethem","The Man Who Fell to Earth","Nicolas Roeg","https://www.criterion.com/films/755-the-man-who-fell-to-earth","https://github.com/brittonwalker/criterion-top-ten",""
"Mike Allred","The Man Who Fell to Earth","Nicolas Roeg","https://www.criterion.com/films/755-the-man-who-fell-to-earth","https://github.com/brittonwalker/criterion-top-ten",""
"Lili Horvát","Love Streams","John Cassavetes","https://www.criterion.com/films/28032-love-streams","https://github.com/brittonwalker/criterion-top-ten",""
"Dennis Lim","Love Streams","John Cassavetes","https://www.criterion.com/films/28032-love-streams","https://github.com/brittonwalker/criterion-top-ten",""
"Stephen Cone","Love Streams","John Cassavetes","https://www.criterion.com/films/28032-love-streams","https://github.com/brittonwalker/criterion-top-ten",""
"Jesse Malin","Love Streams","John Cassavetes","https://www.criterion.com/films/28032-love-streams","https://github.com/brittonwalker/criterion-top-ten",""
"Robert Greene","Love Streams","John Cassavetes","https://www.criterion.com/films/28032-love-streams","https://github.com/brittonwalker/criterion-top-ten",""
"Will Oldham","Love Streams","John Cassavetes","https://www.criterion.com/films/28032-love-streams","https://github.com/brittonwalker/criterion-top-ten",""
"Lili Horvát","His Girl Friday","Howard Hawks","https://www.criterion.com/films/27903-his-girl-friday","https://github.com/brittonwalker/criterion-top-ten",""
"Lili Horvát","L’avventura","Michelangelo Antonioni","https://www.criterion.com/films/209-lavventura","https://github.com/brittonwalker/criterion-top-ten",""
"Meg Baird","L’avventura","Michelangelo Antonioni","https://www.criterion.com/films/209-lavventura","https://github.com/brittonwalker/criterion-top-ten",""
"Bruce Beresford","L’avventura","Michelangelo Antonioni","https://www.criterion.com/films/209-lavventura","https://github.com/brittonwalker/criterion-top-ten",""
"Hossein Amini","L’avventura","Michelangelo Antonioni","https://www.criterion.com/films/209-lavventura","https://github.com/brittonwalker/criterion-top-ten",""
"Martin Scorsese","L’avventura","Michelangelo Antonioni","https://www.criterion.com/films/209-lavventura","https://github.com/brittonwalker/criterion-top-ten",""
"Roger Corman","L’avventura","Michelangelo Antonioni","https://www.criterion.com/films/209-lavventura","https://github.com/brittonwalker/criterion-top-ten",""
"Andrew Haigh ","L’avventura","Michelangelo Antonioni","https://www.criterion.com/films/209-lavventura","https://github.com/brittonwalker/criterion-top-ten",""
"Angus MacLachlan","L’avventura","Michelangelo Antonioni","https://www.criterion.com/films/209-lavventura","https://github.com/brittonwalker/criterion-top-ten",""
"Götz Spielmann","L’avventura","Michelangelo Antonioni","https://www.criterion.com/films/209-lavventura","https://github.com/brittonwalker/criterion-top-ten",""
"James Franco","L’avventura","Michelangelo Antonioni","https://www.criterion.com/films/209-lavventura","https://github.com/brittonwalker/criterion-top-ten",""
"Leanne Shapton","L’avventura","Michelangelo Antonioni","https://www.criterion.com/films/209-lavventura","https://github.com/brittonwalker/criterion-top-ten",""
"Nicolas Roeg","L’avventura","Michelangelo Antonioni","https://www.criterion.com/films/209-lavventura","https://github.com/brittonwalker/criterion-top-ten",""
"Peter Cowie","L’avventura","Michelangelo Antonioni","https://www.criterion.com/films/209-lavventura","https://github.com/brittonwalker/criterion-top-ten",""
"Carrie Coon","An Unmarried Woman","Paul Mazursky","https://www.criterion.com/films/29597-an-unmarried-woman","https://github.com/brittonwalker/criterion-top-ten",""
"Carrie Coon","Dekalog","Krzysztof Kieślowski","https://www.criterion.com/films/28661-dekalog","https://github.com/brittonwalker/criterion-top-ten",""
"The Ross Brothers’ Top 10","Dekalog","Krzysztof Kieślowski","https://www.criterion.com/films/28661-dekalog","https://github.com/brittonwalker/criterion-top-ten",""
"Mike Portnoy","Dekalog","Krzysztof Kieślowski","https://www.criterion.com/films/28661-dekalog","https://github.com/brittonwalker/criterion-top-ten",""
"Ramin Bahrani","Dekalog","Krzysztof Kieślowski","https://www.criterion.com/films/28661-dekalog","https://github.com/brittonwalker/criterion-top-ten",""
"Carrie Coon","The Cremator","Juraj Herz","https://www.criterion.com/films/27853-the-cremator","https://github.com/brittonwalker/criterion-top-ten",""
"Carrie Coon","Chungking Express","Wong Kar Wai","https://www.criterion.com/films/226-chungking-express","https://github.com/brittonwalker/criterion-top-ten",""
"Christophe Honoré","Chungking Express","Wong Kar Wai","https://www.criterion.com/films/226-chungking-express","https://github.com/brittonwalker/criterion-top-ten",""
"Steven Yeun","Chungking Express","Wong Kar Wai","https://www.criterion.com/films/226-chungking-express","https://github.com/brittonwalker/criterion-top-ten",""
"Meg Baird","Chungking Express","Wong Kar Wai","https://www.criterion.com/films/226-chungking-express","https://github.com/brittonwalker/criterion-top-ten",""
"Olivier Assayas","Chungking Express","Wong Kar Wai","https://www.criterion.com/films/226-chungking-express","https://github.com/brittonwalker/criterion-top-ten",""
"Will Oldham","Chungking Express","Wong Kar Wai","https://www.criterion.com/films/226-chungking-express","https://github.com/brittonwalker/criterion-top-ten",""
"Anthony Bourdain","Chungking Express","Wong Kar Wai","https://www.criterion.com/films/226-chungking-express","https://github.com/brittonwalker/criterion-top-ten",""
"Carrie Coon","Merry Christmas Mr. Lawrence","Nagisa Oshima","https://www.criterion.com/films/27512-merry-christmas-mr-lawrence","https://github.com/brittonwalker/criterion-top-ten",""
"Tracy Letts","Merry Christmas Mr. Lawrence","Nagisa Oshima","https://www.criterion.com/films/27512-merry-christmas-mr-lawrence","https://github.com/brittonwalker/criterion-top-ten",""
"Christopher Nolan","Merry Christmas Mr. Lawrence","Nagisa Oshima","https://www.criterion.com/films/27512-merry-christmas-mr-lawrence","https://github.com/brittonwalker/criterion-top-ten",""
"Anthony Bourdain","Merry Christmas Mr. Lawrence","Nagisa Oshima","https://www.criterion.com/films/27512-merry-christmas-mr-lawrence","https://github.com/brittonwalker/criterion-top-ten",""
"Carrie Coon","Portrait of a Lady on Fire","Céline Sciamma","https://www.criterion.com/films/30469-portrait-of-a-lady-on-fire","https://github.com/brittonwalker/criterion-top-ten",""
"Josephine Decker","Portrait of a Lady on Fire","Céline Sciamma","https://www.criterion.com/films/30469-portrait-of-a-lady-on-fire","https://github.com/brittonwalker/criterion-top-ten",""
"Pietro Marcello","L’Atalante","Jean Vigo","https://www.criterion.com/films/27758-latalante","https://github.com/brittonwalker/criterion-top-ten",""
"Anna Sui","L’Atalante","Jean Vigo","https://www.criterion.com/films/27758-latalante","https://github.com/brittonwalker/criterion-top-ten",""
"Tim Forbes","L’Atalante","Jean Vigo","https://www.criterion.com/films/27758-latalante","https://github.com/brittonwalker/criterion-top-ten",""
"Kazu Kibuishi","L’Atalante","Jean Vigo","https://www.criterion.com/films/27758-latalante","https://github.com/brittonwalker/criterion-top-ten",""
"Aki Kaurismäki ","L’Atalante","Jean Vigo","https://www.criterion.com/films/27758-latalante","https://github.com/brittonwalker/criterion-top-ten",""
"Pietro Marcello","Paisan","Roberto Rossellini","https://www.criterion.com/films/2415-paisan","https://github.com/brittonwalker/criterion-top-ten",""
"Jonas Carpignano","Paisan","Roberto Rossellini","https://www.criterion.com/films/2415-paisan","https://github.com/brittonwalker/criterion-top-ten",""
"Martin Scorsese","Paisan","Roberto Rossellini","https://www.criterion.com/films/2415-paisan","https://github.com/brittonwalker/criterion-top-ten",""
"Haskell Wexler","Paisan","Roberto Rossellini","https://www.criterion.com/films/2415-paisan","https://github.com/brittonwalker/criterion-top-ten",""
"John Bailey","Paisan","Roberto Rossellini","https://www.criterion.com/films/2415-paisan","https://github.com/brittonwalker/criterion-top-ten",""
"Pietro Marcello","Mon oncle","Jacques Tati","https://www.criterion.com/films/650-mon-oncle","https://github.com/brittonwalker/criterion-top-ten",""
"Carlos Reygadas","Mon oncle","Jacques Tati","https://www.criterion.com/films/650-mon-oncle","https://github.com/brittonwalker/criterion-top-ten",""
"João Pedro Rodrigues","Mon oncle","Jacques Tati","https://www.criterion.com/films/650-mon-oncle","https://github.com/brittonwalker/criterion-top-ten",""
"Dave Filipi","Mon oncle","Jacques Tati","https://www.criterion.com/films/650-mon-oncle","https://github.com/brittonwalker/criterion-top-ten",""
"Bill Plympton","Mon oncle","Jacques Tati","https://www.criterion.com/films/650-mon-oncle","https://github.com/brittonwalker/criterion-top-ten",""
"Pietro Marcello","The Apu Trilogy","Satyajit Ray","https://www.criterion.com/films/1145-the-apu-trilogy","https://github.com/brittonwalker/criterion-top-ten",""
"Pietro Marcello","Cléo from 5 to 7","Agnès Varda","https://www.criterion.com/films/244-clo-from-5-to-7","https://github.com/brittonwalker/criterion-top-ten",""
"Rodarte","Cléo from 5 to 7","Agnès Varda","https://www.criterion.com/films/244-clo-from-5-to-7","https://github.com/brittonwalker/criterion-top-ten",""
"Lena Dunham ","Cléo from 5 to 7","Agnès Varda","https://www.criterion.com/films/244-clo-from-5-to-7","https://github.com/brittonwalker/criterion-top-ten",""
"Andrew Haigh ","Cléo from 5 to 7","Agnès Varda","https://www.criterion.com/films/244-clo-from-5-to-7","https://github.com/brittonwalker/criterion-top-ten",""
