slug,title,year,director,runtime,imdb,tmdb,lb_rating,lb_rating_count,imdb_rating,imdb_votes,times_picked,imdb_url,lb_url
bicycle-thieves,Bicycle Thieves,1948,Vittorio De Sica,89,tt0040522,5156,4.29,279627,8.2,192029,11,https://www.imdb.com/title/tt0040522/,https://letterboxd.com/film/bicycle-thieves/
the-leopard,The Leopard,1963,Luchino Visconti,186,tt0057091,1040,4.15,55629,7.9,34712,11,https://www.imdb.com/title/tt0057091/,https://letterboxd.com/film/the-leopard/
the-meetings-of-anna,The Meetings of Anna,1978,Chantal Akerman,128,tt0078152,93669,4.12,15977,7.3,2691,11,https://www.imdb.com/title/tt0078152/,https://letterboxd.com/film/the-meetings-of-anna/
jeanne-dielman-23-quai-du-commerce-1080-bruxelles,"Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles",1975,Chantal Akerman,202,tt0073198,44012,4.26,96822,7.5,17596,11,https://www.imdb.com/title/tt0073198/,https://letterboxd.com/film/jeanne-dielman-23-quai-du-commerce-1080-bruxelles/
tokyo-story,Tokyo Story,1953,Yasujirō Ozu,137,tt0046438,18148,4.43,149349,8.1,78071,11,https://www.imdb.com/title/tt0046438/,https://letterboxd.com/film/tokyo-story/
the-400-blows,The 400 Blows,1959,François Truffaut,99,tt0053198,147,4.3,290372,8,134894,11,https://www.imdb.com/title/tt0053198/,https://letterboxd.com/film/the-400-blows/
the-story-of-a-three-day-pass,The Story of a Three-Day Pass,1967,Melvin Van Peebles,87,tt0063646,95954,3.84,3849,7.1,762,11,https://www.imdb.com/title/tt0063646/,https://letterboxd.com/film/the-story-of-a-three-day-pass/
bottle-rocket-1996,Bottle Rocket,1996,Wes Anderson,91,tt0115734,13685,3.53,217835,6.9,88577,11,https://www.imdb.com/title/tt0115734/,https://letterboxd.com/film/bottle-rocket-1996/
eraserhead,Eraserhead,1977,David Lynch,89,tt0074486,985,3.82,557489,7.2,144331,11,https://www.imdb.com/title/tt0074486/,https://letterboxd.com/film/eraserhead/
city-lights,City Lights,1931,Charlie Chaplin,87,tt0021749,901,4.33,189186,8.5,216952,11,https://www.imdb.com/title/tt0021749/,https://letterboxd.com/film/city-lights/
klute,Klute,1971,Alan J. Pakula,114,tt0067309,466,3.86,78856,7.1,33928,11,https://www.imdb.com/title/tt0067309/,https://letterboxd.com/film/klute/
the-worst-person-in-the-world,The Worst Person in the World,2021,Joachim Trier,128,tt10370710,660120,4.08,999064,7.7,129457,11,https://www.imdb.com/title/tt10370710/,https://letterboxd.com/film/the-worst-person-in-the-world/
news-from-home,News from Home,1976,Chantal Akerman,89,tt0076452,86814,4.11,34751,7.3,3579,11,https://www.imdb.com/title/tt0076452/,https://letterboxd.com/film/news-from-home/
je-tu-il-elle,Je Tu Il Elle,1974,Chantal Akerman,86,tt0071690,93934,3.71,36561,6.6,3925,11,https://www.imdb.com/title/tt0071690/,https://letterboxd.com/film/je-tu-il-elle/
sweet-sweetbacks-baadasssss-song,Sweet Sweetback's Baadasssss Song,1971,Melvin Van Peebles,98,tt0067810,5822,3.29,14729,5.5,6404,11,https://www.imdb.com/title/tt0067810/,https://letterboxd.com/film/sweet-sweetbacks-baadasssss-song/
that-obscure-object-of-desire,That Obscure Object of Desire,1977,Luis Buñuel,103,tt0075824,5781,3.99,40605,7.8,27022,11,https://www.imdb.com/title/tt0075824/,https://letterboxd.com/film/that-obscure-object-of-desire/
the-last-picture-show,The Last Picture Show,1971,Peter Bogdanovich,119,tt0067328,25188,4.21,92272,8,57141,11,https://www.imdb.com/title/tt0067328/,https://letterboxd.com/film/the-last-picture-show/
three-colours-red,Three Colours: Red,1994,Krzysztof Kieślowski,100,tt0111495,110,4.33,195191,8.1,116084,10,https://www.imdb.com/title/tt0111495/,https://letterboxd.com/film/three-colours-red/
sweet-smell-of-success,Sweet Smell of Success,1957,Alexander Mackendrick,97,tt0051036,976,4.24,69797,8,40247,10,https://www.imdb.com/title/tt0051036/,https://letterboxd.com/film/sweet-smell-of-success/
before-midnight,Before Midnight,2013,Richard Linklater,109,tt2209418,132344,4.01,572059,7.9,186800,10,https://www.imdb.com/title/tt2209418/,https://letterboxd.com/film/before-midnight/
malcolm-x-1992,Malcolm X,1992,Spike Lee,202,tt0104797,1883,4.29,212323,7.7,111585,10,https://www.imdb.com/title/tt0104797/,https://letterboxd.com/film/malcolm-x-1992/
the-way-of-the-dragon,The Way of the Dragon,1972,Bruce Lee,100,tt0068935,9462,3.6,49624,7.1,44114,10,https://www.imdb.com/title/tt0068935/,https://letterboxd.com/film/the-way-of-the-dragon/
the-big-boss,The Big Boss,1971,Lo Wei,99,tt0067824,12481,3.38,29091,6.9,31825,10,https://www.imdb.com/title/tt0067824/,https://letterboxd.com/film/the-big-boss/
girlfriends-1978,Girlfriends,1978,Claudia Weill,88,tt0077613,111469,3.9,29734,7.2,3661,10,https://www.imdb.com/title/tt0077613/,https://letterboxd.com/film/girlfriends-1978/
before-sunrise,Before Sunrise,1995,Richard Linklater,101,tt0112471,76,4.3,1510269,8.1,379906,10,https://www.imdb.com/title/tt0112471/,https://letterboxd.com/film/before-sunrise/
fist-of-fury,Fist of Fury,1972,Lo Wei,108,tt0068767,11713,3.65,55473,7.2,37384,10,https://www.imdb.com/title/tt0068767/,https://letterboxd.com/film/fist-of-fury/
close-up,Close-Up,1990,Abbas Kiarostami,98,tt0100234,30017,4.41,140574,8.2,27036,10,https://www.imdb.com/title/tt0100234/,https://letterboxd.com/film/close-up/
apur-sansar,Apur Sansar,1959,Satyajit Ray,105,tt0052572,896,4.38,32495,8.4,20125,10,https://www.imdb.com/title/tt0052572/,https://letterboxd.com/film/apur-sansar/
three-colours-blue,Three Colours: Blue,1993,Krzysztof Kieślowski,98,tt0108394,108,4.15,265383,7.8,118283,10,https://www.imdb.com/title/tt0108394/,https://letterboxd.com/film/three-colours-blue/
my-night-at-mauds,My Night at Maud's,1969,Éric Rohmer,110,tt0064612,48831,4.17,47941,7.8,16112,10,https://www.imdb.com/title/tt0064612/,https://letterboxd.com/film/my-night-at-mauds/
la-collectionneuse,La Collectionneuse,1967,Éric Rohmer,86,tt0061495,4837,3.81,50589,7.3,10896,10,https://www.imdb.com/title/tt0061495/,https://letterboxd.com/film/la-collectionneuse/
moonstruck,Moonstruck,1987,Norman Jewison,102,tt0093565,2039,3.79,271689,7.2,78399,10,https://www.imdb.com/title/tt0093565/,https://letterboxd.com/film/moonstruck/
videodrome,Videodrome,1983,David Cronenberg,88,tt0086541,837,3.87,388691,7.2,113521,10,https://www.imdb.com/title/tt0086541/,https://letterboxd.com/film/videodrome/
before-sunset,Before Sunset,2004,Richard Linklater,80,tt0381681,80,4.31,917086,8.1,316771,10,https://www.imdb.com/title/tt0381681/,https://letterboxd.com/film/before-sunset/
the-grand-budapest-hotel,The Grand Budapest Hotel,2014,Wes Anderson,100,tt2278388,120467,4.24,3248829,8.1,976291,10,https://www.imdb.com/title/tt2278388/,https://letterboxd.com/film/the-grand-budapest-hotel/
the-princess-bride,The Princess Bride,1987,Rob Reiner,99,tt0093779,2493,4.1,1143445,8,487479,10,https://www.imdb.com/title/tt0093779/,https://letterboxd.com/film/the-princess-bride/
loves-of-a-blonde,Loves of a Blonde,1965,Miloš Forman,81,tt0059415,39387,3.79,19609,7.4,10294,10,https://www.imdb.com/title/tt0059415/,https://letterboxd.com/film/loves-of-a-blonde/
three-colours-white,Three Colours: White,1994,Krzysztof Kieślowski,92,tt0111507,109,3.83,160394,7.6,84751,10,https://www.imdb.com/title/tt0111507/,https://letterboxd.com/film/three-colours-white/
the-cameraman,The Cameraman,1928,"Edward Sedgwick, Buster Keaton",74,tt0018742,31411,4.13,35308,8,14614,10,https://www.imdb.com/title/tt0018742/,https://letterboxd.com/film/the-cameraman/
after-life,After Life,1998,Hirokazu Kore-eda,118,tt0165078,17962,4.16,59540,7.6,15775,10,https://www.imdb.com/title/tt0165078/,https://letterboxd.com/film/after-life/
midnight-cowboy,Midnight Cowboy,1969,John Schlesinger,113,tt0064665,3116,4.15,223526,7.8,131233,10,https://www.imdb.com/title/tt0064665/,https://letterboxd.com/film/midnight-cowboy/
badlands,Badlands,1973,Terrence Malick,94,tt0069762,3133,3.99,188947,7.7,84783,10,https://www.imdb.com/title/tt0069762/,https://letterboxd.com/film/badlands/
the-bakery-girl-of-monceau,The Bakery Girl of Monceau,1963,Éric Rohmer,23,tt0056884,81399,3.6,20198,7.2,5927,10,https://www.imdb.com/title/tt0056884/,https://letterboxd.com/film/the-bakery-girl-of-monceau/
pather-panchali,Pather Panchali,1955,Satyajit Ray,125,tt0048473,5801,4.32,70426,8.2,41814,10,https://www.imdb.com/title/tt0048473/,https://letterboxd.com/film/pather-panchali/
suzannes-career,Suzanne’s Career,1963,Éric Rohmer,54,tt0056910,86764,3.42,13631,6.8,4627,10,https://www.imdb.com/title/tt0056910/,https://letterboxd.com/film/suzannes-career/
amores-perros,Amores Perros,2000,Alejandro G. Iñárritu,154,tt0245712,55,4.19,290762,8,271538,10,https://www.imdb.com/title/tt0245712/,https://letterboxd.com/film/amores-perros/
claires-knee,Claire's Knee,1970,Éric Rohmer,105,tt0065772,2860,3.86,38524,7.4,13635,10,https://www.imdb.com/title/tt0065772/,https://letterboxd.com/film/claires-knee/
come-and-see,Come and See,1985,Elem Klimov,142,tt0091251,25237,4.61,471145,8.3,124190,10,https://www.imdb.com/title/tt0091251/,https://letterboxd.com/film/come-and-see/
12-angry-men,12 Angry Men,1957,Sidney Lumet,97,tt0050083,389,4.63,1571902,9,989156,10,https://www.imdb.com/title/tt0050083/,https://letterboxd.com/film/12-angry-men/
aparajito,Aparajito,1956,Satyajit Ray,110,tt0048956,897,4.27,33003,8.2,19799,10,https://www.imdb.com/title/tt0048956/,https://letterboxd.com/film/aparajito/
hedwig-and-the-angry-inch,Hedwig and the Angry Inch,2001,John Cameron Mitchell,95,tt0248845,13403,4.08,76788,7.7,38020,10,https://www.imdb.com/title/tt0248845/,https://letterboxd.com/film/hedwig-and-the-angry-inch/
where-is-the-friends-house,Where Is the Friend's House?,1987,Abbas Kiarostami,83,tt0093342,49964,4.38,137414,8.1,23184,10,https://www.imdb.com/title/tt0093342/,https://letterboxd.com/film/where-is-the-friends-house/
game-of-death,Game of Death,1978,Robert Clouse,101,tt0077594,13333,2.99,27388,5.9,22790,10,https://www.imdb.com/title/tt0077594/,https://letterboxd.com/film/game-of-death/
enter-the-dragon,Enter the Dragon,1973,Robert Clouse,102,tt0070034,9461,3.83,143666,7.6,120808,10,https://www.imdb.com/title/tt0070034/,https://letterboxd.com/film/enter-the-dragon/
mikey-and-nicky,Mikey and Nicky,1976,Elaine May,106,tt0074901,59143,4.07,79571,7.3,9416,9,https://www.imdb.com/title/tt0074901/,https://letterboxd.com/film/mikey-and-nicky/
la-notte,La Notte,1961,Michelangelo Antonioni,122,tt0054130,41050,4.29,79411,7.9,26674,9,https://www.imdb.com/title/tt0054130/,https://letterboxd.com/film/la-notte/
3-women,3 Women,1977,Robert Altman,124,tt0075612,41662,4.15,77629,7.7,19966,9,https://www.imdb.com/title/tt0075612/,https://letterboxd.com/film/3-women/
y-tu-mama-tambien,Y Tu Mamá También,2001,Alfonso Cuarón,106,tt0245574,1391,4.21,501234,7.7,142152,9,https://www.imdb.com/title/tt0245574/,https://letterboxd.com/film/y-tu-mama-tambien/
pickpocket,Pickpocket,1959,Robert Bresson,75,tt0053168,690,3.94,79503,7.5,27656,9,https://www.imdb.com/title/tt0053168/,https://letterboxd.com/film/pickpocket/
invasion-of-astro-monster,Invasion of Astro-Monster,1965,Ishirō Honda,96,tt0059346,19545,3.18,26420,6.2,8653,9,https://www.imdb.com/title/tt0059346/,https://letterboxd.com/film/invasion-of-astro-monster/
brazil,Brazil,1985,Terry Gilliam,143,tt0088846,68,4.1,281924,7.8,222038,9,https://www.imdb.com/title/tt0088846/,https://letterboxd.com/film/brazil/
a-man-escaped,A Man Escaped,1956,Robert Bresson,101,tt0049902,15244,4.35,72524,8.1,30844,9,https://www.imdb.com/title/tt0049902/,https://letterboxd.com/film/a-man-escaped/
godzilla-raids-again,Godzilla Raids Again,1955,Motoyoshi Oda,82,tt0048127,1679,2.67,36809,5.7,9858,9,https://www.imdb.com/title/tt0048127/,https://letterboxd.com/film/godzilla-raids-again/
all-about-eve,All About Eve,1950,Joseph L. Mankiewicz,139,tt0042192,705,4.36,148427,8.2,149687,9,https://www.imdb.com/title/tt0042192/,https://letterboxd.com/film/all-about-eve/
fish-tank,Fish Tank,2009,Andrea Arnold,123,tt1232776,24469,3.84,104823,7.3,68492,9,https://www.imdb.com/title/tt1232776/,https://letterboxd.com/film/fish-tank/
mothra-vs-godzilla,Mothra vs. Godzilla,1964,Ishirō Honda,89,tt0058379,1682,3.46,39662,6.5,11836,9,https://www.imdb.com/title/tt0058379/,https://letterboxd.com/film/mothra-vs-godzilla/
love-in-the-afternoon-1972,Love in the Afternoon,1972,Éric Rohmer,97,tt0068205,12116,4.03,42992,7.6,10451,9,https://www.imdb.com/title/tt0068205/,https://letterboxd.com/film/love-in-the-afternoon-1972/
son-of-godzilla,Son of Godzilla,1967,Jun Fukuda,86,tt0061856,18627,2.68,23536,5.2,6893,9,https://www.imdb.com/title/tt0061856/,https://letterboxd.com/film/son-of-godzilla/
godzilla-vs-megalon,Godzilla vs. Megalon,1973,Jun Fukuda,82,tt0070122,39264,2.91,24576,4.9,7906,9,https://www.imdb.com/title/tt0070122/,https://letterboxd.com/film/godzilla-vs-megalon/
secrets-lies,Secrets & Lies,1996,Mike Leigh,142,tt0117589,11159,4.29,66234,8,50472,9,https://www.imdb.com/title/tt0117589/,https://letterboxd.com/film/secrets-lies/
ghidorah-the-three-headed-monster,"Ghidorah, the Three-Headed Monster",1964,Ishirō Honda,92,tt0058544,15766,3.39,31315,6.5,9170,9,https://www.imdb.com/title/tt0058544/,https://letterboxd.com/film/ghidorah-the-three-headed-monster/
the-battle-of-algiers,The Battle of Algiers,1966,Gillo Pontecorvo,122,tt0058946,17295,4.46,138849,8.1,76154,9,https://www.imdb.com/title/tt0058946/,https://letterboxd.com/film/the-battle-of-algiers/
king-kong-vs-godzilla,King Kong vs. Godzilla,1962,Ishirō Honda,97,tt13364334,1680,3.06,32342,6.2,3121,9,https://www.imdb.com/title/tt13364334/,https://letterboxd.com/film/king-kong-vs-godzilla/
short-cuts,Short Cuts,1993,Robert Altman,188,tt0108122,695,4.14,47976,7.6,50066,9,https://www.imdb.com/title/tt0108122/,https://letterboxd.com/film/short-cuts/
blow-up,Blow-Up,1966,Michelangelo Antonioni,111,tt0060176,1052,3.8,151545,7.4,72905,9,https://www.imdb.com/title/tt0060176/,https://letterboxd.com/film/blow-up/
destroy-all-monsters,Destroy All Monsters,1968,Ishirō Honda,89,tt0063172,3107,3.27,29789,6.4,8822,9,https://www.imdb.com/title/tt0063172/,https://letterboxd.com/film/destroy-all-monsters/
grey-gardens,Grey Gardens,1975,"Muffie Meyer, David Maysles, Ellen Giffard, Albert Maysles",95,tt0073076,17346,4.08,65605,7.5,16932,9,https://www.imdb.com/title/tt0073076/,https://letterboxd.com/film/grey-gardens/
godzilla-vs-hedorah,Godzilla vs. Hedorah,1971,Yoshimitsu Banno,85,tt0067148,39464,3.51,29484,6.1,7750,9,https://www.imdb.com/title/tt0067148/,https://letterboxd.com/film/godzilla-vs-hedorah/
raging-bull,Raging Bull,1980,Martin Scorsese,129,tt0081398,1578,4.21,606657,8.1,411102,9,https://www.imdb.com/title/tt0081398/,https://letterboxd.com/film/raging-bull/
all-monsters-attack,All Monsters Attack,1969,Ishirō Honda,70,tt0064373,39462,2.12,21185,3.9,6377,9,https://www.imdb.com/title/tt0064373/,https://letterboxd.com/film/all-monsters-attack/
rashomon,Rashomon,1950,Akira Kurosawa,88,tt0042876,548,4.2,297873,8.1,197247,9,https://www.imdb.com/title/tt0042876/,https://letterboxd.com/film/rashomon/
terror-of-mechagodzilla,Terror of Mechagodzilla,1975,Ishirō Honda,83,tt0073373,19333,3.21,21244,6.1,6674,9,https://www.imdb.com/title/tt0073373/,https://letterboxd.com/film/terror-of-mechagodzilla/
love-streams,Love Streams,1984,John Cassavetes,141,tt0087644,52109,4.2,28976,7.6,7479,9,https://www.imdb.com/title/tt0087644/,https://letterboxd.com/film/love-streams/
godzilla-vs-gigan,Godzilla vs. Gigan,1972,Jun Fukuda,89,tt0068371,19336,3.01,21694,5.6,6639,9,https://www.imdb.com/title/tt0068371/,https://letterboxd.com/film/godzilla-vs-gigan/
ebirah-horror-of-the-deep,"Ebirah, Horror of the Deep",1966,Jun Fukuda,87,tt0060464,3115,2.99,22720,5.6,7392,9,https://www.imdb.com/title/tt0060464/,https://letterboxd.com/film/ebirah-horror-of-the-deep/
tampopo,Tampopo,1985,Jūzō Itami,115,tt0092048,11830,4.31,159001,7.9,27029,9,https://www.imdb.com/title/tt0092048/,https://letterboxd.com/film/tampopo/
stalker,Stalker,1979,Andrei Tarkovsky,162,tt0079944,1398,4.4,378988,8,156580,9,https://www.imdb.com/title/tt0079944/,https://letterboxd.com/film/stalker/
king-kong-vs-godzilla-1963,King Kong vs. Godzilla,1963,"Thomas Montgomery, Ishirō Honda",96,tt0056142,686487,2.81,8741,5.7,12161,9,https://www.imdb.com/title/tt0056142/,https://letterboxd.com/film/king-kong-vs-godzilla-1963/
notorious,Notorious,1946,Alfred Hitchcock,103,tt0038787,303,4.09,124808,7.9,112834,9,https://www.imdb.com/title/tt0038787/,https://letterboxd.com/film/notorious/
godzilla-vs-mechagodzilla,Godzilla vs. Mechagodzilla,1974,Jun Fukuda,84,tt0071565,38582,3.3,30327,6.2,9042,9,https://www.imdb.com/title/tt0071565/,https://letterboxd.com/film/godzilla-vs-mechagodzilla/
night-of-the-living-dead,Night of the Living Dead,1968,George A. Romero,96,tt0063350,10331,3.94,336675,7.8,151493,9,https://www.imdb.com/title/tt0063350/,https://letterboxd.com/film/night-of-the-living-dead/
my-own-private-idaho,My Own Private Idaho,1991,Gus Van Sant,104,tt0102494,468,3.84,266694,6.9,67397,9,https://www.imdb.com/title/tt0102494/,https://letterboxd.com/film/my-own-private-idaho/
2046,2046,2004,Wong Kar-Wai,128,tt0212712,844,4.05,147031,7.4,64646,8,https://www.imdb.com/title/tt0212712/,https://letterboxd.com/film/2046/
funny-games,Funny Games,1997,Michael Haneke,109,tt0119167,10234,3.91,389878,7.5,97957,8,https://www.imdb.com/title/tt0119167/,https://letterboxd.com/film/funny-games/
always-for-pleasure,Always for Pleasure,1978,Les Blank,58,tt0077154,85637,3.94,2400,7.4,646,8,https://www.imdb.com/title/tt0077154/,https://letterboxd.com/film/always-for-pleasure/
le-15-8,Le 15/8,1973,"Chantal Akerman, Samy Szlingerbaum",43,tt0069664,186660,3.44,1905,6.1,228,8,https://www.imdb.com/title/tt0069664/,https://letterboxd.com/film/le-15-8/
devil-in-a-blue-dress,Devil in a Blue Dress,1995,Carl Franklin,102,tt0112857,8512,3.71,46638,6.8,27714,8,https://www.imdb.com/title/tt0112857/,https://letterboxd.com/film/devil-in-a-blue-dress/
as-tears-go-by,As Tears Go By,1988,Wong Kar-Wai,98,tt0096461,24163,3.6,58692,7,14305,8,https://www.imdb.com/title/tt0096461/,https://letterboxd.com/film/as-tears-go-by/
the-royal-tenenbaums,The Royal Tenenbaums,2001,Wes Anderson,110,tt0265666,9428,4.11,1029208,7.6,336246,8,https://www.imdb.com/title/tt0265666/,https://letterboxd.com/film/the-royal-tenenbaums/
a-matter-of-life-and-death,A Matter of Life and Death,1946,"Emeric Pressburger, Michael Powell",104,tt0038733,28162,4.27,56737,8,27999,8,https://www.imdb.com/title/tt0038733/,https://letterboxd.com/film/a-matter-of-life-and-death/
ah-fei-jing-juen,Days of Being Wild,1990,Wong Kar-Wai,94,tt0101258,18311,3.82,101674,7.4,28649,8,https://www.imdb.com/title/tt0101258/,https://letterboxd.com/film/ah-fei-jing-juen/
the-virgin-suicides,The Virgin Suicides,1999,Sofia Coppola,97,tt0159097,1443,3.85,1331430,7.2,187060,8,https://www.imdb.com/title/tt0159097/,https://letterboxd.com/film/the-virgin-suicides/
happy-together-1997,Happy Together,1997,Wong Kar-Wai,96,tt0118845,18329,4.21,251724,7.6,38503,8,https://www.imdb.com/title/tt0118845/,https://letterboxd.com/film/happy-together-1997/
head,Head,1968,Bob Rafelson,86,tt0063049,18193,3.64,14827,6.4,7401,8,https://www.imdb.com/title/tt0063049/,https://letterboxd.com/film/head/
mulholland-drive,Mulholland Drive,2001,David Lynch,147,tt0166924,1018,4.26,1296272,7.9,429856,8,https://www.imdb.com/title/tt0166924/,https://letterboxd.com/film/mulholland-drive/
fat-girl,Fat Girl,2001,Catherine Breillat,86,tt0243255,570,3.43,45981,6.4,14123,8,https://www.imdb.com/title/tt0243255/,https://letterboxd.com/film/fat-girl/
